strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
USA/NY1-PV08001/2020	EPI_ISL_414476		MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Gopi Patel et al (https://dx.doi.org/10.1101/2020.04.08.20056929)
Tunisia/6736/2020	EPI_ISL_707792		1-Laboratory of Microbiology, National Reference Lab, Charles Nicolle Hospital; 2-University of Tunis ElManar, Faculty of Medicine of Tunis, LR99ES09, Tunis, Tunisia	1-Clinical and Experimental Pharmacology Lab, LR16SP02, National Center of Pharmacovigilance, University of Tunis El Manar, Tunis, Tunisia. 2-Neurodegenerative diseases and psychiatric troubles, LR18SP03, Razi Hospital, University of Tunis El Manar, Tunis, Tunisia. 3- Ministry of Health, National Observatory of New and Emerging Diseases, 1006, Tunis, Tunisia	Ilhem Boutiba-Ben Boubaker et al
Tunisia/7899/2020	EPI_ISL_763067		1-Laboratory of Microbiology, National Reference Lab, Charles Nicolle Hospital; 2-University of Tunis ElManar, Faculty of Medicine of Tunis, LR99ES09, Tunis, Tunisia	1-Clinical and Experimental Pharmacology Lab, LR16SP02, National Center of Pharmacovigilance, University of Tunis El Manar, Tunis, Tunisia. 2-Neurodegenerative diseases and psychiatric troubles, LR18SP03, Razi Hospital, University of Tunis El Manar, Tunis, Tunisia. 3- Ministry of Health, National Observatory of New and Emerging Diseases, 1006, Tunis, Tunisia	Ilhem Boutiba-Ben Boubaker et al
Iran/GRC-89/2020	EPI_ISL_2693907		Infectious Diseases Research Center, Birjand University of Medical Sciences, Birjand, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Australia/TAS54/2020	EPI_ISL_522729		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Iran/GRC-9473/2020	EPI_ISL_2692906		Department of pathology, school of medicine, Imam Hospital complex, Tehran university of medical sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Bahrain/BAH-21/2020	EPI_ISL_483562		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Bahrain/BAH-15/2020	EPI_ISL_483556		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Bahrain/BAH-11/2020	EPI_ISL_483552		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Bahrain/BAH-08/2020	EPI_ISL_483549		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Bahrain/BAH-27/2020	EPI_ISL_483565		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Bahrain/BAH-16/2020	EPI_ISL_483557		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Bahrain/BAH-17/2020	EPI_ISL_483558		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Australia/NSW05/2020	EPI_ISL_412975		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S et al (https://www.nature.com/articles/s41591-020-1000-7)
Australia/VIC1413/2020	EPI_ISL_456434	MT612130.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute	Caly L. et al B
Australia/VIC1844/2020	EPI_ISL_521886	MT972102.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/QLD09/2020	EPI_ISL_414414		Pathology Queensland	Public Health Virology Laboratory	Bixing Huang et al
Iraq/BAS-2/2020	EPI_ISL_907075	MW546610.1	Department of Biology, University of Basrah	Department of Biology, University of Basrah	Abu-Ali et al
Australia/NSW07/2020	EPI_ISL_413214		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S et al (https://www.nature.com/articles/s41591-020-1000-7)
Oman/RESP-20-2181/2020	EPI_ISL_457939		Oman-NIC	Oman-NIC	Samira Al-Maruqi et al
Georgia/MM001523/2020	EPI_ISL_2896266	MT291843.1	Department of Virology, Molecular Biology and Genome Research	Department of Virology, Molecular Biology and Genome Research	Murtskhvaladze et al
NewZealand/20VR0174/2020	EPI_ISL_413490	MZ331872.1	Auckland Hospital	Institute of Environmental Science and Research (ESR)	Matt Storey et al B (https://dx.doi.org/10.1101/2020.03.15.992818)
Bahrain/BAH-02/2020	EPI_ISL_483543		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Iran/Cento-37431805/2020	EPI_ISL_815256		Centogene	Centogene	Peter Bauer et al
Iran/GRC-10074/2020	EPI_ISL_2692953		Pars Hospital Laboratory, Rasht, Iran.	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Georgia/Tb-7851/2020	EPI_ISL_477169	MT786438.1	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Tata Imnadze et al
Iran/Hamedan-66H/2020	EPI_ISL_1014682		National Influenza Center, Virology Department	National Influenza Center	NZ Shafiei Jandaghi et al
Iran/Urmia-715U/2020	EPI_ISL_1014683		National Influenza Center, Virology Department	National Influenza Center	J Yavarian et al
Iran/1600/2020	EPI_ISL_582033		Department of Pathology, School of Medicine, Imam Khomeini Hospital, Tehran University of Medical Sciences	Genetics Research Center. University Of Social Welfare And Rehabilitation Sciences	Zohreh Fattahi et al
Iran/2297/2020	EPI_ISL_594185		Department of Pathology, School of Medicine, Imam Khomeini Hospital, Tehran University of Medical Sciences	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/GRC-81/2020	EPI_ISL_2693906		Infectious Disease and Tropical Medicine Research Center, Resistant Tuberculosis Institute, Zahedan Universiry of Medical Sciences, Zahedan, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Kuwait/KU12/2020	EPI_ISL_416458		Virology laboratory Ministry of Health Kuwait sequenced at Dasman Diabetes Institute	Dasman Diabetes Institute	Fahd Al-Mulla et al
Kuwait/KU18/2020	EPI_ISL_416543		Dasman Diabetes Institute	Dasman Diabetes Institute	Fahd Al-Mulla et al
Lebanon/S5_762/2020	EPI_ISL_450512		Rafik Hariri University Hospital	Rafik Hariri University Hospital	Rita Feghali et al
Kuwait/KU09/2020	EPI_ISL_416541		Dasman Diabetes Institute and Virology Laboratory Ministry of Health	Dasman Diabetes Institute	Fahd Al-Mulla et al
Oman/RESP-20-837/2020	EPI_ISL_457704		Oman-NIC	Oman-NIC	Samira Al-Maruqi et al
Australia/NSW09/2020	EPI_ISL_413595		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Rockett R et al (https://www.nature.com/articles/s41591-020-1000-7)
Bahrain/BAH-10/2020	EPI_ISL_483551		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Iran/Q100/2020	EPI_ISL_637099		Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav et al
India/un-NIV-Q100/2020	EPI_ISL_1061417		Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav et al
Australia/VIC1736/2020	EPI_ISL_456633		Victorian Infectious Diseases Reference Laboratory (VIDRL)	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute	Caly L. et al B
Kenya/S052/2020	EPI_ISL_457932		KEMRI-Centre for Virus Research	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	Githinji G. et al 2020 et al (https://virological.org/t/introduction-and-local-transmission-of-sars-cov-2-cases-in-kenya/497)
SriLanka/CDR503/2020	EPI_ISL_525479		Centre for Dengue Research	Centre for Dengue Research	Chandima Jeewandara et al B
Uganda/UG047/2020	EPI_ISL_737935		Uganda Central Public Health Lab and Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Matthew Cotten et al
UnitedArabEmirates/L5857/2020	EPI_ISL_469279		Mohammed Bin Rashid University of Medicine and Health Sciences	Al Jalila Genomics Center	Ahmad Abou Tayoun et al A
UnitedArabEmirates/L2004035133/2020	EPI_ISL_520673		Mohammed Bin Rashid University of Medicine and Health Sciences	Al Jalila Genomics Center	Ahmad Abou Tayoun et al A
UnitedArabEmirates/L920647384/2020	EPI_ISL_520732		Mohammed Bin Rashid University of Medicine and Health Sciences	Al Jalila Genomics Center	Ahmad Abou Tayoun et al A
Canada/ON_SHSC-01/2020	EPI_ISL_450747		Sunnybrook Health Sciences Centre	Department of Laboratory Medicine and Molecular Diagnostics, Sunnybrook Health Sciences Centre	Jalees A. Nasir et al
Norway/1380/2020	EPI_ISL_417484		Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Iran/Tehran-08/2020	EPI_ISL_862078		National Influenza Center, Virology Department	National Influenza Center	A Nejati et al
Oman/RESP-20-797/2020	EPI_ISL_457701		Oman-NIC	Oman-NIC	Samira Al-Maruqi et al
Bahrain/BAH-07/2020	EPI_ISL_483548		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Lebanon/S9_764/2020	EPI_ISL_450515		Rafik Hariri University Hospital	Rafik Hariri University Hospital	Rita Feghali et al
Australia/NSW06/2020	EPI_ISL_413213		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S et al (https://www.nature.com/articles/s41591-020-1000-7)
NewZealand/20VR3064/2020	EPI_ISL_456403	MZ332399.1	Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Kazakhstan/26475/2020	EPI_ISL_454587		Laboratory of virology, National Center of Expertise	Laboratory of molecular-genetic research, National Center of Expertise, Kazakhstan National Center for Biotechnology, Kazakhstan	Abdaliyev Askar et al
Kazakhstan/26574/2020	EPI_ISL_454593		Laboratory of virology, National Center of Expertise	Laboratory of molecular-genetic research, National Center of Expertise, Kazakhstan National Center for Biotechnology, Kazakhstan	Abdaliyev Askar et al
Iran/GRC-22/2020	EPI_ISL_2693673		Department of Virology, School of Medicine, Ahvaz Jundishapur University of Medical Sciences, Ahvaz, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/Gorgan-NIC028/2020	EPI_ISL_959280		National Influenza Center, Virology Department	National Influenza Center	J Yavarian et al
Iran/Gorgan-NIC118/2020	EPI_ISL_959276		National Influenza Center, Virology Department	National Influenza Center	NZ Shafiei Jandaghi et al
Taiwan/TSGH-01/2020	EPI_ISL_426629		TSGH-CP molecular lab	TSGH-CP molecular lab	Cherng-Lih Perng et al
Poland/PL_P42/2020	EPI_ISL_492067	MT775827.1	1. ViroGenetics - BSL3 Laboratory of Virology, Małopolska Centre of Biotechnology, Jagiellonian University; 2. II Department of Internal Medicine, Faculty of Medicine, Jagiellonian University Medical College; 3. Narodowy Instytut Zdrowia Publicznego – Państwowy Zakład Higieny (NIZP-PZH)	1. ViroGenetics - BSL3 Laboratory of Virology, Małopolska Centre of Biotechnology, Jagiellonian University; 2. II Department of Internal Medicine, Faculty of Medicine, Jagiellonian University Medical College; 3. Narodowy Instytut Zdrowia Publicznego – Państwowy Zakład Higieny (NIZP-PZH).	Katarzyna Pancer et al
Italy/LAZ-INMI1-cs/2020	EPI_ISL_410546		INMI Lazzaro Spallanzani IRCCS	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Maria R. Capobianchi et al (https://dx.doi.org/10.1002/jmv.25699)
Norway/1619/2020	EPI_ISL_2549111		Hospital of Southern Norway - Kristiansand, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Georgia/MM2020468/2020	EPI_ISL_2896262	MT231249.1	Department of Virology, Molecular Biology and Genome Research	Department of Virology, Molecular Biology and Genome Research	Kotorashvili et al
Georgia/MM202054/2020	EPI_ISL_2896259	MT231246.1	Department of Virology, Molecular Biology and Genome Research	Department of Virology, Molecular Biology and Genome Research	Kotorashvili et al
Italy/VEN-SR-86-B/2020	EPI_ISL_1064082		Microbiology and Virology Unit, Azienda Ospedale Padova, Padova, Italy	Department of Molecular Medicine, Computational Medicine Group, Univeresity of Padova, Padova, Italy	Elisa Franchin et al
Spain/MD-HLP-95/2020	EPI_ISL_530091		Hospital Universitario La Paz	Hospital Universitario La Paz	María Rodríguez et al
Slovenia/12692/2020	EPI_ISL_635261		Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Tomaž Mark Zorec et al
Zhejiang/OS1/2020	EPI_ISL_455688	MT407654.1		Department of Microbiology	Gao et al
Taiwan/TSGH-36/2020	EPI_ISL_457730		TSGH-CP molecular lab	TSGH-CP molecular lab	Cherng-Lih Perng et al
Iceland/13/2020	EPI_ISL_417765	OU161584.1	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson et al B (https://dx.doi.org/10.1056/NEJMoa2006100)
Norway/1455/2020	EPI_ISL_420135		Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Norway/1494/2020	EPI_ISL_417489		Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Norway/1443/2020	EPI_ISL_417490		Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Norway/1858/2020	EPI_ISL_2425988		Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Norway/1493/2020	EPI_ISL_417488		Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Australia/WA467/2020	EPI_ISL_708761		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
SouthKorea/KCDC2096/2020	EPI_ISL_497997		Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al A
SouthKorea/KCDC2092/2020	EPI_ISL_497993		Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al A
SouthKorea/KCDC2055/2020	EPI_ISL_481375		Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al A
USA/OR-PROV-051/2020	EPI_ISL_482331		Providence St. Joseph Health Molecular Genomics Laboratory	Providence St. Joseph Health Molecular Genomics Laboratory	Alexa K Dowdell et al A (https://www.medrxiv.org/content/10.1101/2020.07.30.20160069v1)
Australia/WA280/2020	EPI_ISL_596823		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
USA/OR-OHSU-0193/2020	EPI_ISL_509070		OHSU Lab Services Molecular Microbiology Lab	Oregon SARS-CoV-2 Genome Sequencing Center	Brendan L. O'Connell et al
Jordan/SR-056/2020	EPI_ISL_430014	MT811564.1	Biolab Diagnostic Laboratories	Andersen lab at Scripps Research	Issa Abu-Dayyeh et al
NewZealand/20VR0901/2020	EPI_ISL_456169	MZ331891.1	Wellington SCL	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
