strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Austria/CeMM6045/2020	EPI_ISL_1495814		Department of Laboratory Medicine, Division of Clinical Virology, University of Medicine, Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
CzechRepublic/IAB20_016_033/2020	EPI_ISL_889358		Motol University Hospital	Institute of Applied Biotechnologies a.s.	Petr Klempt et al
CzechRepublic/NRL-8118-1/2020	EPI_ISL_546935		The National Institute of Public Health	State Veterinary Institute Prague	Nagy et al
Australia/WA425/2020	EPI_ISL_672637		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
NewZealand/20VR2074/2020	EPI_ISL_456361	MZ332182.1	Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Russia/AST-RII-MH14395S/2020	EPI_ISL_1372402		Pathogenic Microorganisms Variability Laboratory	WHO National Influenza Centre Russian Federation	Andrey Komissarov et al
Armenia/UW-ARM2/2020	EPI_ISL_1854613	MZ230693.1	National Center of Disease Control and Prevention of the Republic of Armenia	UW Virology Lab	Pavitra Roychoudhury et al
Colombia/VAC-GVI-97321/2020	EPI_ISL_447796		Instituto Nacional de Salud, Bogotá, Colombia	Grupo de Investigaciones Microbiológicas-UR (GIMUR), Departamento de Biología, Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia Instituto Nacional de Salud, Bogotá, Colombia Icahn School of Medicine at Mount Sinai, New York, USA	Juan David Ramírez et al A (https://www.medrxiv.org/content/10.1101/2020.06.11.20125799v1)
Italy/APU-CRGS-1/2020	EPI_ISL_934419		1.AO Universitaria 'S. Giovanni di Dio e Ruggi D'Aragona, Scuola Medica Salernitana' Hospital / 2.UOC di Virologia e Microbiologia, Università della Campania 'L. Vanvitelli' / 3.AO Universitaria 'Federico II' Napoli Hospital / 4.AORN 'San Giuseppe Moscati' Avellino Hospital / 5.AO 'San Pio - presidio G. Rummo' Benevento Hospital / 6.AO 'Sant'Anna e San Sebastiano' Caserta Hospital / 7.PO 'Maria Santissima Addolorata' Eboli Hospital / 8.Biogem Istituto di Ricerche Genetiche	1. Genome Research Center for Health (CRGS) / 2. Laboratory of Molecular Medicine and Genomics(LMMGe) / 3. Center for Research in Pure and Applied Mathematics (CRMPA)	Giorgio Giurato (Corresponding Author) et al
Peru/LIM-INS-347/2020	EPI_ISL_1111245		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Enteropatógenos. Instituto Nacional de Salud del Perú	Ronnie Gavilan Chavez et al
Peru/SAM-INS-835/2020	EPI_ISL_1532230		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Biotecnología y Biología Molecular. Instituto Nacional de Salud Perú	Carlos Padilla Rojas et al
Philippines/PH-PGC-02179/2021	EPI_ISL_2154396		Baguio General Hospital Medical Center (BGHMC)	Philippine Genome Center	Francis A. Tablizo et al
Australia/WA564/2020	EPI_ISL_885139		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Indonesia/SB-89-FKUA/2021	EPI_ISL_1533063		Diagnostic and Research Center of Infectious Diseases, Medical Faculty, Andalas University	Diagnostic and Research Center of Infectious Diseases, Medical Faculty, Andalas University	Andani Eka Putra et al
Portugal/PT1709/2020	EPI_ISL_693520		Hospital Vila Franca de Xira	Instituto Nacional de Saude (INSA)	Borges et al
Portugal/PT1739/2020	EPI_ISL_693535		Hospital Vila Franca de Xira	Instituto Nacional de Saude (INSA)	Borges et al
Mexico/MIC-IBT-IMSS-459/2020	EPI_ISL_1301642		Laboratorio Central de Epidemiología IMSS	Instituto de Biotecnología de la UNAM	Authors from IBT et al
Brazil/RN-FIOCRUZ-34116/2020	EPI_ISL_2466165		Laboratório de Biologia Molecular de Doenças Infecciosas e do Câncer (LADIC - UFRN)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Mexico/ZAC-INER-IMSS-00032/2021	EPI_ISL_1279331		Unidad de Investigación Biomédica de Zacatecas (UIBZ)	Instituto Nacional de Enfermedades Respiratorias (INER): Centro de Investigación en Enfermedades Infecciosas (CIENI)	Consorcio Mexicano de Vigilancia Genómica (CoViGen-Mex). Authors (in alphabetical order): Julio Elias Alvarado-Yaah et al
Ecuador/UEES-ECU470/2020	EPI_ISL_1443647		Institute of Microbiology, Universidad San Francisco de Quito	Omics Sciences Laboratory	Derly Andrade Molina et al
NewZealand/20VR2101/2020	EPI_ISL_579229	MZ332204.1	Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20VR2105/2020	EPI_ISL_579231	MZ332206.1	Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Ecuador/USFQ-207/2020	EPI_ISL_527819		Centro de Investigaciones, Universidad de Especialidades Espíritu Santo	Institute of Microbiology, Universidad San Francisco de Quito	Derly Andrade et al
Ecuador/USFQ-249/2020	EPI_ISL_697787		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Andrea Macias et al
Ecuador/USFQ-712/2021	EPI_ISL_877552		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/UEES-ECU538/2020	EPI_ISL_1443650		Institute of Microbiology, Universidad San Francisco de Quito	Omics Sciences Laboratory	Derly Andrade Molina et al
Ecuador/USFQ-569/2021	EPI_ISL_824292		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/USFQ-568/2020	EPI_ISL_824287		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/USFQ-054/2020	EPI_ISL_481246		Hospital IESS Babahoyo	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/USFQ-066/2020	EPI_ISL_481248		Hospital IESS Babahoyo	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
USA/TX-DSHS-0358/2020	EPI_ISL_538295	MW114994.1	Texas Department of State Health Services	Texas Department of State Health Services	Bonnie Oh et al
Ecuador/USFQ-1188/2020	EPI_ISL_697785		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/USFQ-120/2020	EPI_ISL_491932		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/USFQ-106/2020	EPI_ISL_471271		Hospital Oncológico Solca Núcleo de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Sully Márquez et al
Ecuador/USFQ-112/2020	EPI_ISL_471270		Hospital Oncológico Solca Núcleo de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Sully Márquez et al
Ecuador/USFQ-707/2020	EPI_ISL_471269		Hospital Oncológico Solca Núcleo de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Sully Márquez et al
Denmark/DCGC-1986/2020	EPI_ISL_618293		Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark	Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortia et al
Argentina/PAIS-A0011/2020	EPI_ISL_430802		Departamento de Biología y genética molecular, IACA Laboratorios.	Área de Secuenciación del Laboratorio de Virología del Hospital de Niños Dr. Ricardo Gutierrez on behalf of 'Proyecto Argentino Interinstitucional de genomica de SARS-CoV-2' (PAIS Consortium)	Nabaes Jodar et al A (https://dx.doi.org/10.1101/2020.05.23.20111443)
Jordan/SR-055/2020	EPI_ISL_430013	MT811563.1	Biolab Diagnostic Laboratories	Andersen lab at Scripps Research	Issa Abu-Dayyeh et al
NewZealand/20VR3110/2020	EPI_ISL_579421	MZ332414.1	LabTests	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Norway/2846/2020	EPI_ISL_500769		Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Zimbabwe/ZW-36225/2020	EPI_ISL_1191833		National Microbiology Reference Laboratory	Quadram Institute Bioscience	Tapfumanei Mashe et al
Iceland/3308/2020	EPI_ISL_827000	OU163784.1	deCODE genetics	deCODE genetics	Daniel F Gudbjartsson et al B
Ireland/LH-NVRL-73IRL45358/2020	EPI_ISL_639861		National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
Norway/3981/2020	EPI_ISL_1490260		Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Hungary/UD-55641/2020	EPI_ISL_671420		University of Debrecen, Department of Medical Microbiology	National Laboratory of Virology, Szentágothai Research Centre	Endre Gábor Tóth et al
Iceland/4975/2020	EPI_ISL_828663	OU166555.1	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson et al B
Poland/Masovia-12865/2020	EPI_ISL_754904		Laboratory Diagnostics and Clinical Immunology of Developmental Age, Medical University of Warsaw	genXone SA, Research & Development Laboratory; The Faculty of Mathematics, Informatics and Mechanics of the University of Warsaw	Maciej Sykulski et al
Poland/Masovia-12866/2020	EPI_ISL_754906		Laboratory Diagnostics and Clinical Immunology of Developmental Age, Medical University of Warsaw	genXone SA, Research & Development Laboratory; The Faculty of Mathematics, Informatics and Mechanics of the University of Warsaw	Maciej Sykulski et al
Australia/VIC1816/2020	EPI_ISL_480640		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
SouthAfrica/R10799/2020	EPI_ISL_490307		National Institute for Communicable Diseases of the National Health Laboratory Service	National Institute for Communicable Diseases of the National Health Laboratory Service	Allam M et al
Russia/MOW-RSMU-GC-SAR053/2020	EPI_ISL_1712284		FSBI «NATIONAL MEDICAL RESEARCH CENTER FOR OBSTETRICS, GYNECOLOGY AND PERINATOLOGY NAMED AFTER ACADEMICIAN V.I.KULAKOV» MINISTRY OF HEALTHCARE OF THE RUSSIAN FEDERATION	Center for Precision Genome Editing and Genetic Technologies for Biomedicine, Pirogov Medical University, Moscow, Russian Federation	Yegor Botsmanov et al
Poland/208p55/2020	EPI_ISL_1495054		Laboratory of Respiratory Viruses Teaching and Clinical Center of the Medical University of Lodz	Biobank Lab, Department of Molecular Biophysics, Faculty of Biology and Environmental Protection, University of Lodz	Strapagiel Dominik et al
Peru/LIM-INS-851/2020	EPI_ISL_1534632		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Biotecnología y Biología Molecular. Instituto Nacional de Salud Perú	Carlos Padilla Rojas et al
Brazil/SP-934/2020	EPI_ISL_882659		Centro de Triagem Covid19	Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory	Claudio Tavares Sacchi et al C
Madagascar/IPM-39472/2020	EPI_ISL_1660317		Virology Unit, Institut Pasteur de Madagascar	Virology Unit, Institut Pasteur de Madagascar	Marion Barbet et al A
Madagascar/IPM-40419/2020	EPI_ISL_1660234		Virology Unit, Institut Pasteur de Madagascar	Virology Unit, Institut Pasteur de Madagascar	Christian Ranaivoson et al
Madagascar/IPM-40252/2020	EPI_ISL_1660329		Virology Unit, Institut Pasteur de Madagascar	Virology Unit, Institut Pasteur de Madagascar	Marion Barbet et al A
Brazil/PE-HIAE-ID47/2020	EPI_ISL_861911		Genomika Einstein	LATE - Laboratório de Técnicas Especiais - Hospital Israelita Albert Einstein	Deyvid Amgarten et al
Singapore/908/2020	EPI_ISL_536449		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Mak TM et al
India/TN-CCMB-C12/2020	EPI_ISL_458030		King Institute of Preventive Medicine & Research	CSIR-Centre for Cellular and Molecular Biology	K.Kaveri et al
India/RJ-5037/2020	EPI_ISL_2106605		National Centre for Disease Control	CDFD-INSACOG	Murali Bashyam et al
Australia/SA0520/2020	EPI_ISL_603125		SA Pathology	SA Pathology	Lex Leong et al
Singapore/850/2020	EPI_ISL_527359		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Mak TM et al
Malaysia/IMR-WI120/2020	EPI_ISL_718276		Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J et al
Malaysia/IMR-WI119/2020	EPI_ISL_718275		Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J et al
Malaysia/IMR_WI116/2020	EPI_ISL_2896287		Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J et al
Singapore/1034/2020	EPI_ISL_574519		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
Singapore/179/2021	EPI_ISL_981028		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
HongKong/HKU-201216-266/2020	EPI_ISL_1034665		Department of Microbiology, The University of Hong Kong	Department of Microbiology, The University of Hong Kong	Kelvin K.W. To et al
Brunei/6/2020	EPI_ISL_962877		National Virology Reference Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
Brunei/7/2020	EPI_ISL_962878		National Virology Reference Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
Cameroon/Yaounde-21V-01591/2021	EPI_ISL_1257878		Centre Pasteur du Cameroun	Institut Pasteur de Dakar	Njouom Richard et al
UnitedArabEmirates/3896/2020	EPI_ISL_859893		BTC, Khalifa University	BTC, Khalifa University	Al Safar et al
Australia/WA565/2020	EPI_ISL_794673		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA581/2021	EPI_ISL_810964		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
India/TG-CCMB-AS404/2020	EPI_ISL_1380208		CSIR-Centre for Cellular and Molecular Biology	CSIR-Centre for Cellular and Molecular Biology-INSACOG	Payel Mukherjee et al
NewZealand/21MV0028/2021	EPI_ISL_1016879		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Brunei/1/2021	EPI_ISL_1122419		National Public Health Laboratory, National Centre for Infectious Diseases	National Virology Reference Laboratory	Tze Minn Mak et al
Brunei/2/2021	EPI_ISL_1122420		National Public Health Laboratory, National Centre for Infectious Diseases	National Virology Reference Laboratory	Tze Minn Mak et al
India/KA-042189_2_S60_R1_001/2020	EPI_ISL_1708372		Thindlu PHC	inStem NCBS - INSACOG	Uma Ramakrishnan Dasaradhi Palakodeti Aswin SaiNarain et al
NewZealand/21MV0065/2021	EPI_ISL_1016871		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/21CV0015/2020	EPI_ISL_794620		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Mauritius/P-001261/2021	EPI_ISL_2499912		Virology Department, Central Health Laboratory	The Francis Crick Institute	Ramuth M et al
Australia/SA0597/2020	EPI_ISL_752599		SA Pathology	SA Pathology	Lex Leong et al
Canada/SK-NML-1578/2020	EPI_ISL_2883080		SK-Roy Romanow Provincial Laboratory	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/SK-NML-1582/2020	EPI_ISL_2883083		SK-Roy Romanow Provincial Laboratory	National Microbiology Laboratory (NML)	Anna Majer et al
Tunisia/3913/2020	EPI_ISL_654016		Laboratory of Microbiology, National Reference Lab, Charles Nicolle Hospital; 2-University of Tunis ElManar, Faculty of Medicine of Tunis, LR99ES09, Tunis, Tunisia	1-Clinical and Experimental Pharmacology Lab, LR16SP02, National Center of Pharmacovigilance, University of Tunis El Manar, Tunis, Tunisia. 2-Neurodegenerative diseases and psychiatric troubles, LR18SP03, Razi Hospital, University of Tunis El Manar, Tunis, Tunisia. 3- Ministry of Health, National Observatory of New and Emerging Diseases, 1006, Tunis, Tunisia	Ilhem Boutiba-Ben Boubaker et al
Austria/CeMM1432/2020	EPI_ISL_853873		Institute for Laboratory Diagnostics and Microbiology, Klinikum Klagenfurt am Worthersee	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
Mexico/YUC-NYGC-12822-20/2020	EPI_ISL_3024004		Universidad Autonoma de Yucatan	New York Genome Center	Michael Zody et al
Chile/Santiago-PUC_MVL_0085/2020	EPI_ISL_801669	MW365124.1	Laboratory of Molecular Virology, Pontificia Universidad Católica de Chile	MSHS Pathogen Surveillance Program	Leonardo I. Almonacid et al
Russia/CRIE161122/2020	EPI_ISL_534347		Molecular diagnostic laboratory of Federal Budget Institution of Science "Central Research Institute of Epidemiology" of The Federal Service on Customers' Rights Protection and Human Well-being Surveillance	Group of Genomics and Postgenomic Technologies of Central Research Institute of Epidemilology	Speranskaya AS et al
Togo/BMC-15154-20/2020	EPI_ISL_1416165		Institut National d'hygiène	"Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier) IRD (Institut de recherche pour le développement)"	Mounerou SALOU et al
Peru/LIM-UPCH-0115/2020	EPI_ISL_540992		Laboratorio de Referencia Nacional de Virus Respiratorios, Instituto Nacional de Salud Peru	Laboratorio de Genómica Microbiana, Universidad Peruana Cayetano Heredia	Pablo Tsukayama et al
Australia/NSW1041/2020	EPI_ISL_593693		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Sweden/20-52385/2020	EPI_ISL_534240		Norra Alvsborgs lanssjukhus	The Public Health Agency of Sweden	Anna-Malin Linde et al
Zambia/ZMB-34496/2020	EPI_ISL_977421		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Zambia/ZMB-38524/2020	EPI_ISL_2803462		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
China/AP62/2020	EPI_ISL_2779638		State Key Laboratory of Emerging Infectious Diseases, The University of Hong Kong	The University of Hong Kong	Lifeng Li et al
Ecuador/36226/2020	EPI_ISL_491953		Instituto Nacional de Investigación en Salud Pública - INSPI	INSPI - Charité	Alfredo Bruno Caicedo et al
Brazil/SP-781/2020	EPI_ISL_861665		Instituto Adolfo Lutz - Regional de Taubate	Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory	Claudio Tavares Sacchi et al C
Australia/SA0532/2020	EPI_ISL_622766		SA Pathology	SA Pathology	Lex Leong et al
Chile/BI-167036/2020	EPI_ISL_1300450		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-112637/2020	EPI_ISL_746588		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-112777/2020	EPI_ISL_746593		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Kuwait/KU008/2020	EPI_ISL_422427		JABER AL AHMAD AL SABAH HOSPITAL – KUWAIT CITY	Dasman Diabetes Institute	Fahd Al-Mulla et al
Singapore/314/2020	EPI_ISL_462432		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Mak TM et al
Jordan/SR-045/2020	EPI_ISL_430003	MT811555.1	Biolab Diagnostic Laboratories	Andersen lab at Scripps Research	Issa Abu-Dayyeh et al
CzechRepublic/NRL_2676/2020	EPI_ISL_513511		The National Institute of Public Health	The National Institute of Public Health and State Veterinary Institute Prague	Nagy et al
Ecuador/2512/2020	EPI_ISL_574293		Instituto Nacional de Investigación en Salud Pública	Instituto Nacional de Investigación en Salud Publica	Leandro Patino Patino et al
Kenya/NIC_196/2020	EPI_ISL_457834		National Public Health Laboratory	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	Githinji G. et al 2020 et al (https://virological.org/t/introduction-and-local-transmission-of-sars-cov-2-cases-in-kenya/497)
Australia/ACT0064/2020	EPI_ISL_498526		ACT Pathology	Schwessinger Lab	Ashley Jones et al
Kazakhstan/3601/2021	EPI_ISL_1448018		Laboratory of virology, National center of expertise	RSE "National Center for Biotechnology" and RSE "National Center of Expertise"	Shevtsov Alexandr et al
Switzerland/ZH-ETHZ-160008/2020	EPI_ISL_486505		Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
SouthAfrica/NICD-N3311/2021	EPI_ISL_1914799		National Institute for Communicable Diseases,National Health Laboratory Services, Gauteng, South Africa	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG et al
Armenia/UW-ARM50/2020	EPI_ISL_1854645	MZ230723.1	National Center of Disease Control and Prevention of the Republic of Armenia	UW Virology Lab	Pavitra Roychoudhury et al
Armenia/UW-ARM5/2020	EPI_ISL_1854644	MZ230722.1	National Center of Disease Control and Prevention of the Republic of Armenia	UW Virology Lab	Pavitra Roychoudhury et al
Latvia/065/2020	EPI_ISL_493000		E. Gulbja Laboratorija	Latvian Biomedical Research and Study Centre	Ivars Silamiķelis et al
USA/OK-ADDL-03/2020	EPI_ISL_535362	MT998443.1	Oklahoma Animal Disease Diagnostic Laboratory	Oklahoma Animal Disease Diagnostic Laboratory	Sai Narayanan et al
Djibouti/CNSS00115-IHU1031243441/2020	EPI_ISL_2820514		Laboratoire de Diagnostic, Centre de Soins 1, Caisse Nationale de Sécurité Sociale (CNSS) de Djibouti	IHU Méditerranée Infection	Ikram Omar Osman et al
Djibouti/CNSS00206-IHU1031243458/2020	EPI_ISL_2820757		Laboratoire de Diagnostic, Centre de Soins 1, Caisse Nationale de Sécurité Sociale (CNSS) de Djibouti.	IHU Méditerranée Infection.	Ikram Omar Osman et al
Australia/NSW535/2020	EPI_ISL_455074		ACT Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Uzbekistan/Tashkent-CGB-04/2021	EPI_ISL_1402424		Private clinic of Biogen Med, Tashkent, Uzbekistan	Center of Genomics and bioinformatics, Bioinformatics laboratory	Mirzakamol S Ayubov et al
NewZealand/20CV0243/2020	EPI_ISL_548121		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0228/2020	EPI_ISL_548119		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Tunisia/11-MHT_10/2020	EPI_ISL_855561		Department of Virology, Principal Military Hospital of Instruction of Tunis	Bundeswehr Institute of Microbiology	Susann Handrick et al
Tunisia/11-MHT_6/2020	EPI_ISL_855568		Department of Virology, Principal Military Hospital of Instruction of Tunis	Bundeswehr Institute of Microbiology	Susann Handrick et al
Russia/SVE-RII-MH15256S/2021	EPI_ISL_1664773		UMMC-Health	WHO National Influenza Centre Russian Federation	Andrey Komissarov et al
SouthAfrica/NHLS-UCT-GS-2113/2020	EPI_ISL_2621056		Great Brak River Clinic wc GBC	NHLS/UCT	Arash Iranzadeh et al
Norway/3379/2020	EPI_ISL_3008398		Vestfold Hospital, Toensberg Department of Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Latvia/1158/2020	EPI_ISL_1312669		Centrala laboratorija	Latvian Biomedical Research and Study Centre	Janis Pjalkovskis et al
Sweden/20-52956/2020	EPI_ISL_660427		Klinisk Mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
Sweden/20-52953/2020	EPI_ISL_831972		Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
BosniaandHerzegovina/VFS-UNSA-LMGFI004/2020	EPI_ISL_955144		University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	Goletić T. et al
Slovenia/50994/2020	EPI_ISL_1511105		Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Alen Suljič et al
BosniaandHerzegovina/VFS-UNSA-LMGFI005/2020	EPI_ISL_955146		University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	Goletić T. et al
BosniaandHerzegovina/VFS-UNSA-LMGFI009/2020	EPI_ISL_955155		University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	Goletić T. et al
Peru/LIM-INS-100/2020	EPI_ISL_536499		Instituto Nacional de Salud	Laboratorio de Infecciones Respiratorias Agudas	Eduardo Juscamayta Lopez et al
Norway/4764/2020	EPI_ISL_668400		Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Oman/24647/2020	EPI_ISL_491139		Oman-National Influenza Center	Biotechnology & OMICs Laboratory	Samiha Al-Kharusi et al
Oman/C-5401/2020	EPI_ISL_491164		Oman-National Influenza Center	Biotechnology & OMICs Laboratory	Sajjad Asaf et al
Oman/C-7102/2020	EPI_ISL_491136		Oman-National Influenza Center	Biotechnology & OMICs Laboratory	Samiha Al-Kharusi et al
Portugal/IGC3556/2020	EPI_ISL_491193		Instituto Gulbenkian de Ciência	Instituto Gulbenkian de Ciência	João Costa et al
GuineaBissau/74LNSPGB/2020	EPI_ISL_2158599		Laboratório de Biologia Molecular Jean Piaget	MRCG at LSHTM, Genomics lab	Aladje Balde et al
GuineaBissau/88LNSPGB/2020	EPI_ISL_2158603		Laboratório de Biologia Molecular Jean Piaget	MRCG at LSHTM, Genomics lab	Aladje Balde et al
Gambia/GC19-1983/2020	EPI_ISL_561038		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
GuineaBissau/79LNSPGB/2020	EPI_ISL_2158601		Laboratório de Biologia Molecular Jean Piaget	MRCG at LSHTM, Genomics lab	Aladje Balde et al
GuineaBissau/75LNSPGB/2020	EPI_ISL_2158600		Laboratório de Biologia Molecular Jean Piaget	MRCG at LSHTM, Genomics lab	Aladje Balde et al
Senegal/SN-MBO-201893/2021	EPI_ISL_1167134		Iressef Genomics lab	L'institut de Recherche en Santé, de Surveillance Épidémiologique et de Formation (IRESSEF)	Souleymane MBOUP et al
Senegal/SN-IRLPC-898/2021	EPI_ISL_1167181		Iressef Genomics lab	L'institut de Recherche en Santé, de Surveillance Épidémiologique et de Formation (IRESSEF)	Souleymane MBOUP et al
Senegal/SN-IRLPC-452/2021	EPI_ISL_1167179		Iressef Genomics lab	L'institut de Recherche en Santé, de Surveillance Épidémiologique et de Formation (IRESSEF)	Souleymane MBOUP et al
