strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Bermuda/51485/2021	EPI_ISL_2478969		The Caribbean Public Health Agency	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
Norway/Ahus-600/2021	EPI_ISL_2566947		Dept. of Microbiology and Infection Control, Akershus University Hospital HF	Dept. of Microbiology and Infection Control, Akershus University Hospital HF	Hege Vangstein Aamot et al
NewZealand/21CV0068/2021	EPI_ISL_877212		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
USA/MI-UM-10039118189/2021	EPI_ISL_1651628		University of Michigan Clinical Microbiology Laboratory	Lauring Lab, University of Michigan, Department of Microbiology and Immunology	Valesano et al
USA/WI-WSLH-214546/2021	EPI_ISL_2279222		Wisconsin State Laboratory of Hygiene Communicable Disease Division	Wisconsin State Laboratory of Hygiene Communicable Disease Division	Abigail C. Shockey et al
USA/NH-CDCBI-CRSP_B3HBUAUXCW3WSXRG/2021	EPI_ISL_1968488	MZ145945.1	Broad Institute Clinical Research Sequencing Platform	Infectious Disease Program, Broad Institute of Harvard and MIT	Siddle et al
USA/NH-CDCBI-CRSP_IDJCWPD72RSCTLR4/2021	EPI_ISL_1968494	MZ145951.1	Broad Institute Clinical Research Sequencing Platform	Infectious Disease Program, Broad Institute of Harvard and MIT	Siddle et al
USA/AR-CDC-2-4503031/2021	EPI_ISL_2689966	MZ451795.1	"AR Dept. of Health-PHL, Molecular Diagnostics"	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Mili Sheth et al
USA/SD-SDPHL-0066/2021	EPI_ISL_1219802	MW727236.1	South Dakota Public Health Laboratory	South Dakota Public Health Laboratory	Jacob Garfin et al
USA/WI-WSLH-213297/2021	EPI_ISL_1794178		Wisconsin State Laboratory of Hygiene Communicable Disease Division	Wisconsin State Laboratory of Hygiene Communicable Disease Division	Kelsey R. Florek et al
USA/WI-CDC-LC0060723/2021	EPI_ISL_2305736	MZ307108.1	Laboratory Corporation of America	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
USA/SD-SDPHL-0309/2021	EPI_ISL_2006892	MZ153193.1	South Dakota Public Health Laboratory	South Dakota Public Health Laboratory	Jacob Garfin et al
USA/SD-SDPHL-0357/2021	EPI_ISL_2427239	MZ346433.1	South Dakota Public Health Laboratory	South Dakota Public Health Laboratory	Jacob Garfin et al
Australia/QLD1548/2021	EPI_ISL_968212		PHV-FSS	PHV-FSS	Son Nguyen et al
NewZealand/21MV0063/2021	EPI_ISL_1016856		LabTests	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/21MV0104/2021	EPI_ISL_1113756		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
NewZealand/21MV0100/2021	EPI_ISL_1082258		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
NewZealand/21MV0093/2021	EPI_ISL_1082262		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
NewZealand/21MV0086/2021	EPI_ISL_1082266		LabPLUS	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
NewZealand/21MV0107/2021	EPI_ISL_1113758		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
NewZealand/21MV0088/2021	EPI_ISL_1082264		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
Russia/MOW-CRIE-L106T0008/2021	EPI_ISL_2626193		Molecular diagnostic laboratory of Federal Budget Institution of Science "Central Research Institute of Epidemiology" of The Federal Service on Customers' Rights Protection and Human Well-being Surveillance	Group of Genomics and Postgenomic Technologies of Central Research Institute of Epidemiology	Samoilov A.E. et al
Latvia/2105069222/2021	EPI_ISL_2798833		Centrālā Laboratorija, SIA	Riga East University Hospital, National Microbiology Reference Laboratory; Eurofins Genomics Europe Sequencing GmbH	Stella Lapiņa et al
Norway/6313/2021	EPI_ISL_1547527		Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Norway/12056/2021	EPI_ISL_2425620		Haukeland University Hospital, Dept. of Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Norway/12432/2021	EPI_ISL_2425752		Akershus University Hospital, Department for Microbiology and Infectious Disease Control	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Norway/Ahus-337/2021	EPI_ISL_1731372		Dept. of Microbiology and Infection Control, Akershus University Hospital HF	Dept. of Microbiology and Infection Control, Akershus University Hospital HF	Hege Vangstein Aamot et al
Norway/13740/2021	EPI_ISL_2644714		Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Norway/08678/2021	EPI_ISL_1819875		Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Norway/7999/2021	EPI_ISL_1819626		Akershus University Hospital, Department for Microbiology and Infectious Disease Control	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
England/LOND-1323818/2021	EPI_ISL_866185		University College London Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Judith Heaney et al
Australia/VIC18013/2020	EPI_ISL_779625		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
France/OCC-CHU-TLS-210491060202/2021	EPI_ISL_2351592		CHU Purpan - Laboratoire de Virologie - Institut Fédératif de Biologie	CHU Purpan - Laboratoire de Virologie - Institut Fédératif de Biologie	Latour J. et al
Australia/SA0647/2021	EPI_ISL_1704678		SA Pathology	SA Pathology	Lex Leong et al
Australia/SA0650/2021	EPI_ISL_1704789		SA Pathology	SA Pathology	Lex Leong et al
DominicanRepublic/CDC-9KZX-8454/2020	EPI_ISL_906851	MW494127.1	Respiratory Viruses Branch, Centers for Disease Control and Prevention	Respiratory Viruses Branch, Centers for Disease Control and Prevention	Tao et al
Australia/NSW1490/2021	EPI_ISL_872583		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Latvia/2104016881/2021	EPI_ISL_2799467		Nacionālais medicīnas serviss - laboratorija, SIA	Riga East University Hospital, National Microbiology Reference Laboratory; Eurofins Genomics Europe Sequencing GmbH	Nataļja Mikena et al
Australia/NSW1462/2021	EPI_ISL_845798		Sydney South West Pathology Service (SSWPS) - Royal Prince Alfred Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
USA/WA-UW-2021040302542/2021	EPI_ISL_1628064	MZ238921.1	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al B
USA/PR-CDC-ASC210033611/2021	EPI_ISL_2090347	MZ196081.1	Aegis Sciences Corporation	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
NewZealand/21CV0104/2021	EPI_ISL_1082260		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Pakistan/PPHRL-AH005/2021	EPI_ISL_1908150		Provincial Public Health Reference Laboratory (PPHRL)	Provincial Public Health Reference Laboratory (PPHRL)	Andleeb Hanif et al
Cambodia/17-2104290692/2021	EPI_ISL_2106234		Siem Reap Provincial Laboratory	Virology Unit, Institut Pasteur du Cambodge	Jurre Y Siegers et al
Croatia/867/2021	EPI_ISL_1435913		Institute of Public Health of Varazdin county	Croatian Institute of Public Health	Irena Tabain et al
USA/CO-CDC-FG-019771/2021	EPI_ISL_1666789	MW992234.1	Fulgent Genetics	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
USA/MT-CDC-MMB09037924/2021	EPI_ISL_2786035	MZ491939.1	Mako Medical	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
Luxembourg/LNS7738029/2021	EPI_ISL_911123		Laboratoire national de sante, Microbiology, Virology	Laboratoire national de sante, Microbiology, Microbial Genomics Platform	Anke Wienecke-Baldacchino et al
Australia/QLD1539/2021	EPI_ISL_944746		Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/VIC18524/2021	EPI_ISL_2250228		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit Public Health Laboratory (MDU-PHL)	Seemann T. et al B
GuineaBissau/10LNSPGB/2021	EPI_ISL_2150983		Laboratório de Biologia Molecular Jean Piaget	MRCG at LSHTM, Genomics lab	Aladje Balde et al
Gambia/22308/2021	EPI_ISL_1731549		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
GuineaBissau/39LNSPGB/2021	EPI_ISL_2150997		Laboratório de Biologia Molecular Jean Piaget	MRCG at LSHTM, Genomics lab	Aladje Balde et al
GuineaBissau/13LNSPGB/2021	EPI_ISL_2150985		Laboratório de Biologia Molecular Jean Piaget	MRCG at LSHTM, Genomics lab	Aladje Balde et al
GuineaBissau/JPLNSP0037/2021	EPI_ISL_2110856		Reitor da Universidade Jean Piaget Guine-Bissau	MRCG at LSHTM, Genomics lab	Aladje Balde et al
GuineaBissau/JPLNSP0033/2021	EPI_ISL_2110850		Reitor da Universidade Jean Piaget Guine-Bissau	MRCG at LSHTM, Genomics lab	Aladje Balde et al
CostaRica/HNN-0460/2021	EPI_ISL_1811230		AS Santa Barbara	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Pérez-Corrales C et al
CostaRica/INC-0658/2021	EPI_ISL_2502754		HOSPITAL SAN JUAN DE DIOS	Inciensa, Instituto Costarricense de InvestigaciOn y Enseñanza en NutriciOn y Salud	Francisco Duarte et al
France/ARA-HCL021022347701/2021	EPI_ISL_1313068		BIOMNIS LYON	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
NorthernIreland/NIRE-001715/2021	EPI_ISL_1977249		Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
Bermuda/51483/2020	EPI_ISL_2478971		The Caribbean Public Health Agency	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
Latvia/2104046522/2021	EPI_ISL_2799791		Centrālā Laboratorija, SIA	Riga East University Hospital, National Microbiology Reference Laboratory; Eurofins Genomics Europe Sequencing GmbH	Stella Lapiņa et al
Montenegro/ChVir23206/2021	EPI_ISL_1013596		Department for Molecular Diagnostics, Centre for Medical Microbiology, Institute of Public Health, Montenegro	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al
Serbia/Belgrade-6015270803/2021	EPI_ISL_1654833		Institute of Virology, Vaccines and Sera "Torlak"	Institute of microbiology and Immunology, Faculty of Medicine, University of Belgrade	Knezevic et al
Australia/WA604/2021	EPI_ISL_857488		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA619/2021	EPI_ISL_933802		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA618/2021	EPI_ISL_933801		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Bulgaria/21BG-EU_001265_Pl13/2021	EPI_ISL_1608411		National Center of Infectious and Parasitic Diseases	National Center of Infectious and Parasitic Diseases	Alexiev et al
Liechtenstein/FL-UHB-4198371701/2021	EPI_ISL_1973556	OU058411.1	Labormedizinisches Zentrum Dr Risch	Clinical Bacteriology	Tim Roloff et al
Greece/KEDY_87311/2021	EPI_ISL_1497376		National Public Health Organization	National Public Health Organization	Kyriaki Tryfinopoulou et al
Israel/CVL-933ngs/2020	EPI_ISL_889144		Israel Central Virology laboratory	Israel National Consortium for SARS-CoV-2 sequencing	Neta Zuckerman et al
Australia/SA0686/2021	EPI_ISL_1706367		SA Pathology	SA Pathology	Lex Leong et al
Australia/SA0694/2021	EPI_ISL_2462338		SA Pathology	SA Pathology	Caitlin Selway et al
France/IDF-HMN-21032080652/2021	EPI_ISL_1706662		Groupe LCD	Department of Virology, Henri Mondor University Hospital, Assistance Publique Hôpitaux de Paris, Université Paris-Est Créteil, INSERM U955	Christophe Rodriguez et al
Iraq/Samawa-15/2020	EPI_ISL_1524344	MZ145301.1	Biology Department, College of Science, Al Muthanna University and Public Health Laboratory, Al-Muthanna Health Directorate	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	Nihad Al-Rashedi et al
Ireland/D-NVRL-21IRL97325/2021	EPI_ISL_1647054		National Virus Reference Laboratory	National Virus Reference Laboratory	Zoe Yandle et al
Italy/CAM-TIGEM-11346/2021	EPI_ISL_2020620		Università Federico II - Dipartimento di scienze mediche traslazionali - Napoli	TIGEM	Antonio Grimaldi Patrizia Annunziata Francesco Panariello Teresa Giuliano Michele Cennamo Valentina Bouche Chiara Colantuono Lucio Di Filippo Mariano Fiorenza Anna Manfredi Marcello Salvi Giuseppe Portella Andrea Ballabio Davide Cacchiarelli et al
Australia/QLD1653/2021	EPI_ISL_1170949		PHV-FSS	PHV-FSS	Son Nguyen et al
Ethiopia/ICGEB-S4/2021	EPI_ISL_1897884		Ethiopian Biotechnology Institute (EBTI)	International Centre for Genetic Engineering and Biotechnology (ICGEB) and ARGO Open Lab for Genome Sequencing	Molalegne Bitew et al
Luxembourg/LNS3592263/2021	EPI_ISL_1383364		Laboratoire national de sante, Microbiology, Virology	Laboratoire national de sante, Microbiology, Microbial Genomics Platform	Anke Wienecke-Baldacchino et al
Belgium/ULG-13119/2021	EPI_ISL_1318179		SYNLAB	GIGA Medical Genomics	Keith Durkin et al
Switzerland/GE-HUG-34321524/2021	EPI_ISL_2490662	OU285746.1	University Hospitals of Geneva, Laboratory of Virology	HUG, Laboratory of Virology and the Health2030 Genome Center	Samuel Cordey et al
Pakistan/NIH-54/2021	EPI_ISL_1397960		Department of Virology	Department of Virology	Massab Umair et al
Argentina/INEI104436/2021	EPI_ISL_2140132		Servicio Virosis Respiratorias-Departamento Virología-INEI	Instituto Nacional Enfermedades Infecciosas C.G.Malbran	Baumeister E. et al
Chile/VS-100959/2021	EPI_ISL_2557302		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Karen Orostica et al
NewZealand/21CV0013/2021	EPI_ISL_794618		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Pakistan/NIH-688675X/2021	EPI_ISL_1732274		Department of Virology	Department of Virology	Massab Umair et al
Ireland/D-NVRL-30IRL29987/2021	EPI_ISL_2454839		National Virus Reference Laboratory	National Virus Reference Laboratory	Zoe Yandle et al
Italy/CAM-TIGEM-IZSM-COLLI-8138/2021	EPI_ISL_1632842		Istituto Zooprofilattico Sperimentale del Mezzogiorno	Telethon Institute of Genetics and Medicine (TIGEM)	Antonio Grimaldi Patrizia Annunziata Francesco Panariello Biancamaria Pierri Claudia Tiberio Teresa Giuliano Valentina Bouche Chiara Colantuono Maria Concetta Cuomo Denise Di Concilio Lucio Di Filippo Anna Manfredi Marcello Salvi Antonio Limone Luigi Atripaldi Pellegrino Cerino Andrea Ballabio Davide Cacchiarelli et al
Kosovo/ChVir25780_30/2021	EPI_ISL_2833666		Department of Microbiology, National Institute for Public Health of Kosova	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al
Australia/VIC18672/2021	EPI_ISL_2920955		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/VIC18714/2021	EPI_ISL_2920963		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/SA0636/2021	EPI_ISL_1704673		SA Pathology	SA Pathology	Lex Leong et al
Luxembourg/LNS7596900/2021	EPI_ISL_2400793		Laboratoires d'analyses medicales - Ketterthill	Laboratoire national de sante, Microbiology, Microbial Genomics Platform	Anke Wienecke-Baldacchino et al
Australia/NSW4670/2021	EPI_ISL_2404989		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Virology Research Laboratory; Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Foster et al
Australia/SA0653/2021	EPI_ISL_1704792		SA Pathology	SA Pathology	Lex Leong et al
Australia/NT150/2021	EPI_ISL_2321158		Royal Darwin Hospital Pathology	MDU-PHL	Meumann et al
Australia/QLD1815/2021	EPI_ISL_1483028		Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
NewZealand/21MV0397/2021	EPI_ISL_1967897		LabPLUS	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
France/HDF-P127-21196C2154/2021	EPI_ISL_2361541		CHU LILLE	CHU Lille - Laboratoire de Virologie	AIT YAHYA Emilie et al
Australia/WA623/2021	EPI_ISL_1069392		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Slovakia/CeMM4294/2021	EPI_ISL_1495207		Public Health Authority of the Slovak Republic	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
Gambia/22153/2021	EPI_ISL_1731553		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Kazakhstan/KZY-NRL-465S/2021	EPI_ISL_2438601		"National Center of Expertise" CSEC MH RK in Kyzylorda Region	Reference laboratory for the control of viral infections	Nazym Tleumbetova et al
Kazakhstan/KAR-NRL-9039S/2021	EPI_ISL_2438663		"National Center of Expertise" CSEC MH RK in Karaganda region	Reference laboratory for the control of viral infections	Nazym Tleumbetova et al
Kazakhstan/PAV-NRL-550S/2021	EPI_ISL_2840044		"National Center of Expertise" CSEC MH RK in Pavlodar region	Reference laboratory for the control of viral infections	Nazym Tleumbetova et al
Kazakhstan/ZAP-NRL-624S/2021	EPI_ISL_2438656		"National Center of Expertise" CSEC MH RK in West Kazakhstan Region	Reference laboratory for the control of viral infections	Nazym Tleumbetova et al
Kazakhstan/ATY-NRL-488S/2021	EPI_ISL_2438608		COCR NEW TENGIZ Clinic	Reference laboratory for the control of viral infections	Nazym Tleumbetova et al
NorthMacedonia/38313/2021	EPI_ISL_2987564		Laboratory of virology and molecular diagnostics, Institute of Public Health	Laboratory of virology and molecular diagnostics, Institute of Public Health	Kuzmanovska M et al
NorthMacedonia/38916/2021	EPI_ISL_2987571		Laboratory of virology and molecular diagnostics, Institute of Public Health	Laboratory of virology and molecular diagnostics, Institute of Public Health	Kuzmanovska M et al
NorthMacedonia/39177/2021	EPI_ISL_2987574		Laboratory of virology and molecular diagnostics, Institute of Public Health	Laboratory of virology and molecular diagnostics, Institute of Public Health	Kuzmanovska M et al
NorthMacedonia/40167/2021	EPI_ISL_2987578		Laboratory of virology and molecular diagnostics, Institute of Public Health	Laboratory of virology and molecular diagnostics, Institute of Public Health	Kuzmanovska M et al
Romania/Covasna_430353/2021	EPI_ISL_1381363		Laboratory for Respiratory Viruses, Cantacuzino National Military-Medical Institute for Research and Development	Cantacuzino Institute Virology	Luiza Ustea et al
Romania/Bucuresti_420548/2021	EPI_ISL_1381335		Laboratory for Respiratory Viruses, Cantacuzino National Military-Medical Institute for Research and Development	Cantacuzino Institute Virology	Luiza Ustea et al
NorthMacedonia/28346/2021	EPI_ISL_2681404		Laboratory of virology and molecular diagnostics, Institute of Public Health	Laboratory of virology and molecular diagnostics, Institute of Public Health	Kuzmanovska M et al
NorthMacedonia/31820/2021	EPI_ISL_2681433		Laboratory of virology and molecular diagnostics, Institute of Public Health	Laboratory of virology and molecular diagnostics, Institute of Public Health	Kuzmanovska M et al
Denmark/DCGC-48962/2021	EPI_ISL_1125348		Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Aalborg University	Danish Covid-19 Genome Consortium et al
Curacao/CW-RIVM-33256/2021	EPI_ISL_2302291		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Denmark/DCGC-55716/2021	EPI_ISL_1864144		Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Aalborg University	Danish Covid-19 Genome Consortium et al
Australia/SA0643/2021	EPI_ISL_1704676		SA Pathology	SA Pathology	Lex Leong et al
Australia/SA0644/2021	EPI_ISL_1704677		SA Pathology	SA Pathology	Lex Leong et al
Australia/SA0648/2021	EPI_ISL_1704787		SA Pathology	SA Pathology	Lex Leong et al
Suriname/SR-254/2021	EPI_ISL_2502420		Central Laboratory, Bureau of Public Health (BOG) and Academic Hospital Paramaribo	Erasmus Medical Center	Bas B Oude Munnink et al
Romania/Dolj_455025/2021	EPI_ISL_3021381		Clinical Emergency County Hospital, Craiova	Cantacuzino Institute Virology	Carmen Cherciu et al
Romania/GIHSN-6726/2021	EPI_ISL_3031375		National Institute of Infectious Diseases-Prof. Dr. Matei Bals Molecular Diagnostics Laboratory	National Institute of Infectious Diseases-Prof. Dr. Matei Bals Molecular Diagnostics Laboratory	Leontina Banica et al
Bulgaria/21BG-EU_000630_Pl7/2021	EPI_ISL_1401116		National Center of Infectious and Parasitic Diseases	National Center of Infectious and Parasitic Diseases	Alexiev et al
NewZealand/21CV0132/2021	EPI_ISL_1016847		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/21CV0133/2021	EPI_ISL_1016849		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NorthMacedonia/9134/2021	EPI_ISL_1180152		Laboratory of virology and molecular diagnostics	Laboratory of virology and molecular diagnostics	Kuzmanovska Maja et al
NorthMacedonia/21785/2021	EPI_ISL_1669988		Laboratory of virology and molecular diagnostics, Institute of Public Health	Laboratory of virology and molecular diagnostics, Institute of Public Health	Kuzmanovska M et al
Greece/136291/2021	EPI_ISL_2368734		Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Emmanouil Athanasiadis et al
Greece/218003/2021	EPI_ISL_2617263		Hellenic National Blood Transfusion Center - EKEA	Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Emmanouil Athanasiadis et al
Israel/SMC-7003474/2021	EPI_ISL_2545289		Shamir Medical Center (Asaf Harofe)	Shamir Medical Center (Asaf Harofe)	Nir Rainy et al
Greece/218313/2021	EPI_ISL_2617365		Hellenic National Blood Transfusion Center - EKEA	Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Emmanouil Athanasiadis et al
Georgia/Tb-SNGS045/2021	EPI_ISL_1914424		Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Gvantsa Brachveli et al
Gambia/024461/2021	EPI_ISL_2142748		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Gambia/15177/2021	EPI_ISL_2941559		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Gambia/19147/2021	EPI_ISL_1620179		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Gambia/22050/2021	EPI_ISL_1731547		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Gambia/15249/2021	EPI_ISL_2941561		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Bahrain/341699781/2021	EPI_ISL_1660462	MW947233.1	Communicable Disease Laboratory, Public Health Directorate	Communicable Disease Laboratory, Public Health Directorate	Alwasti et al
Singapore/231/2021	EPI_ISL_1164353		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
Australia/NSW-R0178/2021	EPI_ISL_1660399		New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster et al
Netherlands/DR-RIVM-28660/2021	EPI_ISL_1961445		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Netherlands/ZE-RIVM-12867/2021	EPI_ISL_1034940		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Netherlands/NH-RIVM-37556/2021	EPI_ISL_2474983		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Germany/NW-RKI-I-030211/2021	EPI_ISL_1213596		SYNLAB MVZ Leverkusen	Robert Koch Institute	?
Bulgaria/21BG-EU_003026_Pl27/2021	EPI_ISL_2621451		National Center of Infectious and Parasitic Diseases	National Center of Infectious and Parasitic Diseases	Alexiev et al
Australia/VIC18469/2021	EPI_ISL_2920930		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Slovakia/srUVZ_PL6_A1/2021	EPI_ISL_1520271		Public Health Authority of the Slovak Republic	Laboratory of Genomics and Bioinformatics, Comenius University Science Park	Tatiana Sedláčková et al
Slovakia/UVZ_PL14_B2_8979/2021	EPI_ISL_1749487		Public Health Authority of the Slovak Republic	Laboratory of Genomics and Bioinformatics, Comenius University Science Park	Tatiana Sedláčková et al
Slovenia/17-029598-KR/2021	EPI_ISL_2273538		National Laboratory for Health, Environment and Food, OMM, Kranj	NLZOH (National Laboratory for Health, Environment and Food) / CISLD (Clinical Institute of Special Laboratory Diagnostics), University Children's Hospital, University Medical Center Ljubljana	Sandra Janezic et al
Switzerland/BL-ETHZ-630375/2021	EPI_ISL_2375169		Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
Australia/NSW1616/2021	EPI_ISL_2462428		Sydney South West Pathology Service (SSWPS) - Royal Prince Alfred Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
India/MH-IGIB-NIV-INSACOG-GSEQ-1491/2021	EPI_ISL_2546111		ICMR-National Institute of Virology - INSACOG	NIV Influenza	Dr. Varsha Potdar et al
Kazakhstan/ALA-NRL-96S/2021	EPI_ISL_2162132		"National Center of Expertise" CSEC MH RK in Almaty city	Reference laboratory for the control of viral infections	Nazym Tleumbetova et al
Kazakhstan/ALA-NRL-409S/2021	EPI_ISL_2162173		City Clinical Infectious Diseases Hospital named after I.S. Zhekenova	Reference laboratory for the control of viral infections	Nazym Tleumbetova et al
Chile/RM-42957/2021	EPI_ISL_1321459		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Finland/THL-202119252/2021	EPI_ISL_3020758		Fimlab Laboratoriot Oy Tampere	Expert Microbiology, National Institute for Health and Welfare	Soile Blomqvist et al
Tunisia/SP-0343/2021	EPI_ISL_2035945		Pasteur Institute - Laboratory of Clinical Virology	Pasteur Institute - Laboratory of Clinical Virology	Wasfi Fares et al
