strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Japan/PG-32612/2021	EPI_ISL_1932425		Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al A
Canada/QC-1nIOU-A8015382E6/2021	EPI_ISL_2976398		Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
Romania/B-7481/2021	EPI_ISL_1657103		Department of Public Health Bucharest	National Institute of Infectious Diseases-Prof. Dr. Matei Bals Molecular Diagnostics Laboratory	Corina Casangiu et al
Italy/CAL-AMC-210407115-DS/2021	EPI_ISL_2883923		Virology Laboratory, Scientific Department, Army Medical Center	Virology Laboratory, Scientific Department, Army Medical Center	Silvia Fillo et al
France/OCC-CHU-TLS-210841365001/2021	EPI_ISL_2380923		CHU Purpan - Laboratoire de Virologie - Institut Fédératif de Biologie	CHU Purpan - Laboratoire de Virologie - Institut Fédératif de Biologie	Latour J. et al
Iraq/Samawa-32/2021	EPI_ISL_1524361	MZ145319.1	Biology Department, College of Science, Al Muthanna University and Public Health Laboratory, Al-Muthanna Health Directorate	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	Nihad Al-Rashedi et al
Australia/QLD1831/2021	EPI_ISL_1516889		Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Iran/T.I.11.117/2021	EPI_ISL_2795678		Iran University of Medical Sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Albania/210901068/2021	EPI_ISL_1299875		Unit of lab surveillance of viral emerging diseases, National Lab of Influenza	Respiratory Virus Unit, National Infection Service, Public Health England	PHE Covid Sequencing Team et al
Albania/210901071/2021	EPI_ISL_1299877		Unit of lab surveillance of viral emerging diseases, National Lab of Influenza	Respiratory Virus Unit, National Infection Service, Public Health England	PHE Covid Sequencing Team et al
Albania/210901070/2021	EPI_ISL_1299876		Unit of lab surveillance of viral emerging diseases, National Lab of Influenza	Respiratory Virus Unit, National Infection Service, Public Health England	PHE Covid Sequencing Team et al
Germany/BB-RKI-I-017404/2021	EPI_ISL_1147566		LADR MVZ Zweigpraxis Bernau	Robert Koch Institute	?
Albania/210901063/2021	EPI_ISL_1299871		Unit of lab surveillance of viral emerging diseases, National Lab of Influenza	Respiratory Virus Unit, National Infection Service, Public Health England	PHE Covid Sequencing Team et al
Albania/211060667/2021	EPI_ISL_1299884		Unit of lab surveillance of viral emerging diseases, National Lab of Influenza	Respiratory Virus Unit, National Infection Service, Public Health England	PHE Covid Sequencing Team et al
Greece/KEDY_87106/2021	EPI_ISL_1497368		National Public Health Organization	National Public Health Organization	Kyriaki Tryfinopoulou et al
Serbia/Belgrade-3086040703/2021	EPI_ISL_1654826		Institute of Virology, Vaccines and Sera "Torlak"	Institute of microbiology and Immunology, Faculty of Medicine, University of Belgrade	Knezevic et al
Albania/210901052/2021	EPI_ISL_1299861		Unit of lab surveillance of viral emerging diseases, National Lab of Influenza	Respiratory Virus Unit, National Infection Service, Public Health England	PHE Covid Sequencing Team et al
Iraq/Samawa-1/2021	EPI_ISL_1524330	MZ145303.1	Biology Department, College of Science, Al Muthanna University and Public Health Laboratory, Al-Muthanna Health Directorate	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	Nihad Al-Rashedi et al
Australia/WA603/2021	EPI_ISL_857487		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Ecuador/UEES-11648/2021	EPI_ISL_1381303		Omics Sciences Laboratory	Omics Sciences Laboratory	Derly Andrade Molina et al
Ecuador/UEES-12108/2021	EPI_ISL_1381301		Omics Sciences Laboratory	Omics Sciences Laboratory	Derly Andrade Molina et al
Ecuador/UEES-12104/2021	EPI_ISL_1381300		Omics Sciences Laboratory	Omics Sciences Laboratory	Derly Andrade Molina et al
Ecuador/USFQ-1021/2021	EPI_ISL_1805655		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Qatar/QA-QU_18-8-E2/2021	EPI_ISL_1713803		Ministry of Public Health / Hamad Medical Corporation	Biomedical Research Center (BRC), Qatar University / Qatar Genome Project (QGP)	BRC: Fatiha M. Benslimane et al
Qatar/QA-QU_18-4-B10/2021	EPI_ISL_1713630		Ministry of Public Health / Hamad Medical Corporation	Biomedical Research Center (BRC), Qatar University / Qatar Genome Project (QGP)	BRC: Fatiha M. Benslimane et al
Qatar/QA-QU_18-6-G5/2021	EPI_ISL_1713750		Ministry of Public Health / Hamad Medical Corporation	Biomedical Research Center (BRC), Qatar University / Qatar Genome Project (QGP)	BRC: Fatiha M. Benslimane et al
Qatar/QA-QU_18-B5/2021	EPI_ISL_1713876		Ministry of Public Health / Hamad Medical Corporation	Biomedical Research Center (BRC), Qatar University / Qatar Genome Project (QGP)	BRC: Fatiha M. Benslimane et al
Australia/VIC18357/2021	EPI_ISL_1250002		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/WA630/2021	EPI_ISL_1198800		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Qatar/QA-QU_18-5-2-A6/2021	EPI_ISL_1713693		Ministry of Public Health / Hamad Medical Corporation	Biomedical Research Center (BRC), Qatar University / Qatar Genome Project (QGP)	BRC: Fatiha M. Benslimane et al
Australia/QLD1551/2021	EPI_ISL_985235		Public Health Virology-Forensic and Scientific Services	Public Health Virology-Forensic and Scientific Services	Son Nguyen et al
Qatar/QA-QU_18-F10/2021	EPI_ISL_1713907		Ministry of Public Health / Hamad Medical Corporation	Biomedical Research Center (BRC), Qatar University / Qatar Genome Project (QGP)	BRC: Fatiha M. Benslimane et al
Australia/NSW-R0070/2021	EPI_ISL_1061033		New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster et al
Australia/NSW4306/2021	EPI_ISL_1098799		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Virology Research Laboratory; Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Foster et al
Qatar/QA-QU_18-7-H12/2021	EPI_ISL_1713775		Ministry of Public Health / Hamad Medical Corporation	Biomedical Research Center (BRC), Qatar University / Qatar Genome Project (QGP)	BRC: Fatiha M. Benslimane et al
Qatar/QA-QU_18-2-B11/2021	EPI_ISL_1713569		Ministry of Public Health / Hamad Medical Corporation	Biomedical Research Center (BRC), Qatar University / Qatar Genome Project (QGP)	BRC: Fatiha M. Benslimane et al
Taiwan/CGMH-CGU-71/2021	EPI_ISL_2544707		Research Center for Emerging Viral Infections, Chang Gung University, Taiwan	Research Center for Emerging Viral Infections, Chang Gung University, Taiwan	Shin-Ru Shih et al
Australia/WA568/2021	EPI_ISL_794675		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/SA0643/2021	EPI_ISL_1704676		SA Pathology	SA Pathology	Lex Leong et al
Australia/SA0644/2021	EPI_ISL_1704677		SA Pathology	SA Pathology	Lex Leong et al
Australia/SA0648/2021	EPI_ISL_1704787		SA Pathology	SA Pathology	Lex Leong et al
NewZealand/21MV0211/2021	EPI_ISL_1469101		LabPLUS	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
Estonia/Cov11191/2021	EPI_ISL_2643069	OU278290.1	SYNLAB Eesti OÜ	Department of Microbiology, Institute of Biomedicine and Translational Medicine, University of Tartu	Radko Avi et al
Australia/WA584/2021	EPI_ISL_810967		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Germany/HB-RKI-I-046674/2021	EPI_ISL_1354098		Sonic - MVZ Medizinisches Labor Bremen GmbH	Robert Koch Institute	?
Ireland/D-NVRL-g22IRL10485/2021	EPI_ISL_1731154		National Virus Reference Laboratory	National Virus Reference Laboratory	Guerrino Macori et al
Kazakhstan/ALA-NRL-102S/2021	EPI_ISL_2162133		"National Center of Expertise" CSEC MH RK in Almaty city	Reference laboratory for the control of viral infections	Nazym Tleumbetova et al
Australia/WA665/2021	EPI_ISL_1620807		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Bangladesh/CHRF-0164/2021	EPI_ISL_1360441		Shimantik Pathology and Diagnostic Center	Child Health Research Foundation	CHRF Bangladesh Genomics Team et al
England/ALDP-110AE08/2021	EPI_ISL_917629		Lighthouse Lab in Alderley Park	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al
Australia/WA636/2021	EPI_ISL_1295935		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Bulgaria/21BG-EU_000354_Pl4/2021	EPI_ISL_1231662		National Center for Infectious and Parasitic Diseases (NCIPD)	National Center for Infectious and Parasitic Diseases (NCIPD)	Alexiev et al
Croatia/1201/2021	EPI_ISL_1578514		Institute for Public Health of Zagreb County	Croatian Institute of Public Health	Irena Tabain et al
Ukraine/Kyiv-PHC-0014/2021	EPI_ISL_1495124		State Institution «Public Health Center of Ministry of Health of Ukraine»	Robert Koch Institute, ZBS1 Highly Pathogenic Viruses, Berlin, Germany	Annika Brinkmann et al
Japan/PG-33512/2021	EPI_ISL_2350403		Saitama Prefectural Institute of Public Health	Saitama Prefectural Institute of Public Health	Tsuyoshi Sekizuka et al A
Japan/PG-33393/2021	EPI_ISL_2358301		Department of Infectious Diseases, Kobe Institute of Health	Department of Infectious Diseases, Kobe Institute of Health	Ryohei Nomoto et al
Pakistan/UHS-PAK-S63/2021	EPI_ISL_2100484	OU207368.1	University of Health Sciences	Quadram Institute Bioscience	Muhammad Bilal Sarwar et al
Pakistan/UHS-PAK-S79/2021	EPI_ISL_2100495	OU207311.1	University of Health Sciences	Quadram Institute Bioscience	Muhammad Bilal Sarwar et al
Moldova/un-ChVir25708/2021	EPI_ISL_2894986		National Agency for Public Health, Republic of Moldova	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al A
Moldova/un-ChVir25709/2021	EPI_ISL_2894987		National Agency for Public Health, Republic of Moldova	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al A
Ukraine/MN908947-10-142672/2021	EPI_ISL_1298488		Bogorodchany CRH	The Institute of Molecular Biology and Genetics of NASU	M.Tukalo et al.
Morocco/FMP-273/2021	EPI_ISL_1909211		Institut National d'Hygiène	Laboratoire de Biotechnologie	Mouna Ouadghiri et al
Moldova/S3331Nr1/2021	EPI_ISL_1385804		Alfa Diagnostica, Republic of Moldova	ONCOGENE LLC	ONCOGENE LLC et al
Australia/WA640/2021	EPI_ISL_1366740		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Germany/NW-RKI-I-107440/2021	EPI_ISL_1851205		Labor ZOTZ|KLIMAS; MVZ DÃ¼sseldorf-Centrum	Robert Koch Institute	?
Australia/WA641/2021	EPI_ISL_1384811		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Morocco/FMP-257/2021	EPI_ISL_1907961		Institut National d'Hygiène	Laboratoire de Biotechnologie	Mouna Ouadghiri et al
Kenya/CBRD346/2021	EPI_ISL_2602989		KEMRI Center for Biotechnology Research and Development	KEMRI-Wellcome Trust Research Programme,Kilifi	Githinji G. et al
Japan/PG-34014/2021	EPI_ISL_1933704		Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al A
Japan/PG-39411/2021	EPI_ISL_2328384		Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al A
Australia/NSW-R0182/2021	EPI_ISL_1660401		New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster et al
Australia/NSW4428/2021	EPI_ISL_1494719		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Virology Research Laboratory; Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Foster et al
Australia/NSW-R0196/2021	EPI_ISL_1660476		New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster et al
SintMaarten/SX-RIVM-23220/2021	EPI_ISL_1596102		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Georgia/Tb-SNGS071/2021	EPI_ISL_1914785		Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Giorgi Gogoladze et al
Japan/PG-46619/2021	EPI_ISL_2330749		SARS-CoV-2 testing team, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al A
SintMaarten/SX-RIVM-25740/2021	EPI_ISL_1705213		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Armenia/IMB3-12/2021	EPI_ISL_1718305		National Center of Disease Control and Prevention of the Republic of Armenia	Institute of Molecular Biology NAS RA, Republic of Armenia, Department of Bioengineering, BioinformaticsInstitute and Molecular Biology IBMPh RAU, Republic of Armenia	Arsen Arakelyan et al
Kazakhstan/KZY-NRL-470S/2021	EPI_ISL_2840039		"National Center of Expertise" CSEC MH RK in Kyzylorda Region	Reference laboratory for the control of viral infections	Nazym Tleumbetova et al
Philippines/PH-PGC-06372/2021	EPI_ISL_2156393		Philippine Red Cross - Port Area	Philippine Genome Center	Francis A. Tablizo et al
Jordan/Biolab026/2021	EPI_ISL_1970826		Biolab Diagnostic Laboratories	Biolab Diagnostic Laboratories	Issa Abu-Dayyeh et al
Jordan/AM-Biolab006/2021	EPI_ISL_1404588		Biolab Diagnostic Laboratories	Biolab Diagnostic Laboratories	Issa Abu-Dayyeh et al
Jordan/Biolab0084/2021	EPI_ISL_2658765		Biolab Diagnostic Laboratories	Biolab Diagnostic Laboratories	Issa Abu-Dayyeh et al
Jordan/Biolab0083/2021	EPI_ISL_2658764		Biolab Diagnostic Laboratories	Biolab Diagnostic Laboratories	Issa Abu-Dayyeh et al
Jordan/Biolab0053/2021	EPI_ISL_2617450		Biolab Diagnostic Laboratories	Biolab Diagnostic Laboratories	Issa Abu-Dayyeh et al
Barbados/59721/2021	EPI_ISL_2544758		The Caribbean Public Health Agency	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
Kazakhstan/ALA-NRL-459S/2021	EPI_ISL_2162212		Children's City Clinical Infectious Diseases Hospital	Reference laboratory for the control of viral infections	Nazym Tleumbetova et al
Kazakhstan/ALA-NRL-78S/2021	EPI_ISL_2162127		"Olymp" CDL	Reference laboratory for the control of viral infections	Nazym Tleumbetova et al
Kazakhstan/ALA-NRL-431S/2021	EPI_ISL_2162189		"MPK clinic" LLP	Reference laboratory for the control of viral infections	Nazym Tleumbetova et al
Poland/WGS-CoV_PZH-LUM-0204/2021	EPI_ISL_1908269		NZOZ Meditest Diagnostyka Medyczna	16. National Institute of Public Health - National Institute of Hygiene, Warsaw, Poland 2. Biobank Lab, University of Lodz 3. Laboratory of Respiratory Viruses, Teaching and Clinical Center of the Medical University of Lodz	Dominik Strapagiel et al
CzechRepublic/UKDD-MUNL-U-125493/2021	EPI_ISL_2885530		Oddělení klinické mikrobiologie	Institute of Medical Microbiology and Virology, University Hospital Carl Gustav Carus, TU Dresden	Marlena Stadtmüller et al
Slovenia/17-042437-CE/2021	EPI_ISL_2001843		National Laboratory for Health, Environment and Food, OMM, Celje	NLZOH (National Laboratory for Health, Environment and Food) / CISLD (Clinical Institute of Special Laboratory Diagnostics), University Children's Hospital, University Medical Center Ljubljana	Sandra Janezic et al
Morocco/FMP-203/2021	EPI_ISL_1904295		Laboratoire central de Virologie	Laboratoire de Biotechnologie	Mouna Ouadghiri et al
BosniaandHerzegovina/KCUS27648/2021	EPI_ISL_1300648		Clinical Center, University of Sarajevo; Unit for Clinical Microbiology	Clinical Center, University of Sarajevo; Unit for Clinical Microbiology	Irma Salimović-Bešić et al
Portugal/PT3306/2021	EPI_ISL_1116902		Instituto Nacional de Saude (INSA)	Instituto Nacional de Saude (INSA)	Borges et al
Australia/NSW1499/2021	EPI_ISL_914875		Sydney South West Pathology Service (SSWPS) - Royal Prince Alfred Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Croatia/3061/2021	EPI_ISL_2627318		University Hospital Centre Zagreb	Croatian Institute of Public Health	Irena Tabain et al
BosniaandHerzegovina/KCUS27934/2021	EPI_ISL_1240072		Clinical Center, University of Sarajevo; Unit for Clinical Microbiology	Clinical Center, University of Sarajevo; Unit for Clinical Microbiology	Irma Salimović-Bešić et al
Croatia/3302/2021	EPI_ISL_2657780		Croatian Institute of Public Health	Croatian Institute of Public Health	Irena Tabain et al
BosniaandHerzegovina/KCUS28698/2021	EPI_ISL_1240074		Clinical Center, University of Sarajevo; Unit for Clinical Microbiology	Clinical Center, University of Sarajevo; Unit for Clinical Microbiology	Irma Salimović-Bešić et al
BosniaandHerzegovina/141587/2021	EPI_ISL_2790405		Primary Health Care Prijedor	Public Health Institute of Republic of Srpska	Pava Dimitrijevic et al
Slovenia/5C-012189-KP/2021	EPI_ISL_1240247		National Laboratory for Health, Environment and Food, OMM, Koper	CISLD (Clinical Institute of Special Laboratory Diagnostics), University Children's Hospital, University Medical Center Ljubljana	Jernej Kovač et al
Croatia/911/2021	EPI_ISL_1436020		Croatian Institute of Public Health	Croatian Institute of Public Health	Irena Tabain et al
Australia/SA0662/2021	EPI_ISL_1704796		SA Pathology	SA Pathology	Lex Leong et al
BosniaandHerzegovina/KCUS27759/2021	EPI_ISL_1240071		Clinical Center, University of Sarajevo; Unit for Clinical Microbiology	Clinical Center, University of Sarajevo; Unit for Clinical Microbiology	Irma Salimović-Bešić et al
BosniaandHerzegovina/VFS-UNSA-LMGFI030/2021	EPI_ISL_1016968		University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	Goletic S. et al
Portugal/PT6799/2021	EPI_ISL_1853902		Instituto Nacional de Saude (INSA) and Centro de Investigaçao em Biodiversidade e Recursos Geneticos (CIBIO), Universidade do Porto	Instituto Nacional de Saude (INSA) and Centro de Investigaçao em Biodiversidade e Recursos Geneticos (CIBIO), Universidade do Porto	Borges et al
Australia/WA629/2021	EPI_ISL_1198803		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Sweden/3940761264/2021	EPI_ISL_1606217		Swedish national genomic surveillance program of SARS-CoV-2	The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al
Sweden/14825161P/2021	EPI_ISL_1809143		Swedish national genomic surveillance program of SARS-CoV-2	The Public Health Agency of Sweden	Maximilian Riess et al
CostaRica/INC-0564/2021	EPI_ISL_2103415		CLINICA CATOLICA	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
Spain/VC-IBV-98026552/2021	EPI_ISL_1916251		Servicio de Microbiología. Hospital General Universitario de Castellón	SeqCOVID-SPAIN consortium/IBV(CSIC)	Rosario Moreno Muñoz et al
Ukraine/Kyiv-PHC-0033/2021	EPI_ISL_1495141		State Institution «Public Health Center of Ministry of Health of Ukraine»	Robert Koch Institute, ZBS1 Highly Pathogenic Viruses, Berlin, Germany	Annika Brinkmann et al
Portugal/PT5411/2021	EPI_ISL_1443147		Instituto Nacional de Saude (INSA) and i3S - Instituto de Investigação e Inovação em Saúde	Instituto Nacional de Saude (INSA) and i3S - Instituto de Investigação e Inovação em Saúde	Borges et al
Singapore/305/2021	EPI_ISL_1489722		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
India/DL-NCDC-1109372/2021	EPI_ISL_2460028		National Centre for Disease Control (NCDC) Biotechnology Division, Delhi	NCDC Delhi, Biotechnology Division INSACOG	Uma Sharma et al
Switzerland/VD-GEN3451/2021	EPI_ISL_1370407		CHUV	Laboratory of genomics and metagenomics, Institute of Microbiology, University Hospital Centre and University of Lausanne, Switzerland	Trestan Pillonel et al
Angola/CERI-KRISP-K014947/2021	EPI_ISL_2492549		Instituto Nacional de Investigação em Saúde	CERI, Centre for Epidemic Response and Innvoation, Stellenbosch University and KRISP, KZN Research Innovation and Sequencing Platform, UKZN.	Morais J et al
England/CAMC-C479BB/2020	EPI_ISL_718818		Lighthouse Lab in Cambridge	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Rob Howes et al
USA/MD-NM-6277/2021	EPI_ISL_1157402		Northwestern Memorial Hospital	Northwestern University - Ozer Lab	Ramon Lorenzo-Redondo et al B
Nigeria/CV868/2021	EPI_ISL_1235657		Nigerian Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer’s University	Olawoye et al
Oman/182621/2020	EPI_ISL_766569		Oman-National Influenza Center	Oman-National Influenza Center	Samiha Al-Kharusi et al
SaintLucia/LCA47889/2020	EPI_ISL_872193		Caribbean Public Health Agency	Carrington Lab, Department ofBuilding 36, First Floor Biochemistry Unit, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
Romania/Cluj_430358/2021	EPI_ISL_1381365		Laboratory for Respiratory Viruses, Cantacuzino National Military-Medical Institute for Research and Development	Cantacuzino Institute Virology	Luiza Ustea et al
Malta/MDxMDH262/2021	EPI_ISL_2006673		Molecular Diagnostics Pathology Department Mater Dei Hospital Malta	Molecular Diagnostics Pathology Department Mater Dei Hospital Malta	G Zahra et al
Malta/MDxMDH316/2021	EPI_ISL_2095686		Molecular Diagnostics Mater Dei Hospital Pathology Department Malta	Molecular Diagnostics Mater Dei Hospital Pathology Department Malta	G Zahra et al
Australia/WA643/2021	EPI_ISL_1416321		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Colombia/CAL-INS-VG-2158/2021	EPI_ISL_1805643		LDSP CALDAS	Instituto Nacional de Salud- Dirección de Investigación en Salud Pública	Katherine Laiton-Donato et al B
Colombia/DC-A009/2021	EPI_ISL_2339803		Grupo de Investigación en Enfermedades Tropicales del Ejército (GINETEJ), Laboratorio de Referencia e Investigación, Dirección de Sanidad Ejército, Bogotá, Colombia	Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia	Sergio Castañeda et al
Colombia/VAC-INS-VG-2047/2021	EPI_ISL_2009058		SYNLAB ANGEL DIAGNOSTICA	Instituto Nacional de Salud- Dirección de Investigación en Salud Pública	Katherine Laiton-Donato et al B
Spain/CB-IBV-98026177/2021	EPI_ISL_2271399		Hospital Universitario Marqués de Valdecilla - IDIVAL (Santander, Cantabria)	SeqCOVID-SPAIN consortium/IBV(CSIC)	Mónica Gozalo Margüello et al
Romania/Iasi_442814/2021	EPI_ISL_2017864		“St. Parascheva” Infectious Diseases Clinical Hospital	Cantacuzino Institute Virology	Luiza Ustea et al
India/PB-110/2021	EPI_ISL_2233564		National Centre for Disease Control	CDFD -INSACOG	Murali Bashyam et al
Singapore/497/2021	EPI_ISL_1620136		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
NewZealand/21MV0130/2021	EPI_ISL_1250706		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
NewZealand/21MV0183/2021	EPI_ISL_1315319		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
Australia/WA660/2021	EPI_ISL_1620802		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/NSW-R0175/2021	EPI_ISL_1397956		New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster et al
Canada/BC-BCCDC-59720/2021	EPI_ISL_2654814		BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	Prystajecky Natalie et al
NewZealand/21MV0246/2021	EPI_ISL_1469104		LabPLUS	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
Australia/NT152/2021	EPI_ISL_2250186		Royal Darwin Hospital Pathology	Microbiological Diagnostic Unit Public Health Laboratory (MDU-PHL)	Meumann et al
Australia/NT153/2021	EPI_ISL_2250187		Royal Darwin Hospital Pathology	Microbiological Diagnostic Unit Public Health Laboratory (MDU-PHL)	Meumann et al
Australia/SA0670/2021	EPI_ISL_1704800		SA Pathology	SA Pathology	Lex Leong et al
NewZealand/21MV0337/2021	EPI_ISL_1621307		LabPLUS	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
NewZealand/21MV0045/2021	EPI_ISL_1016864		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
HongKong/HKPU-11506/2021	EPI_ISL_2713229		Department of Health Technology and Informatics, The Hong Kong Polytechnic University	Department of Health Technology and Informatics, The Hong Kong Polytechnic University	Gilman Kit-Hang Siu et al
HongKong/HKPU-11507/2021	EPI_ISL_2713231		Department of Health Technology and Informatics, The Hong Kong Polytechnic University	Department of Health Technology and Informatics, The Hong Kong Polytechnic University	Gilman Kit-Hang Siu et al
NewZealand/21MV0158/2021	EPI_ISL_1250701		LabPLUS	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
NewZealand/21MV0153/2021	EPI_ISL_1250711		LabPLUS	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
Australia/QLD1784/2021	EPI_ISL_1404917		Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1799/2021	EPI_ISL_1424005		PHV-FSS	PHV-FSS	Son Nguyen et al
NewZealand/21MV0262/2021	EPI_ISL_1621299		LabPLUS	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
NewZealand/21MV0307/2021	EPI_ISL_1621295		LabPLUS	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
Gabon/AP360/2020	EPI_ISL_1760554		Laboratoire Professeur Daniel GAHOUMA (LPDG)	Centre de recherches médicales de Lambaréné (CERMEL)	Haruka Abe et al
Australia/SA0668/2021	EPI_ISL_1704799		SA Pathology	SA Pathology	Lex Leong et al
Germany/NW-HHU-2046/2021	EPI_ISL_1347300		Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Maximilian Damagnez et al
