Strain	WindowStart	WindowEnd	FractionIdentical
KJ473812_BtRf_BetaCoV_HeB2013	26142	26241	0.89
KJ473812_BtRf_BetaCoV_HeB2013	26172	26271	0.93
KJ473812_BtRf_BetaCoV_HeB2013	26202	26301	0.95
KJ473812_BtRf_BetaCoV_HeB2013	26232	26331	0.98
KJ473812_BtRf_BetaCoV_HeB2013	26262	26361	0.98
KJ473812_BtRf_BetaCoV_HeB2013	26292	26391	0.99
KJ473812_BtRf_BetaCoV_HeB2013	26322	26421	0.94
KJ473812_BtRf_BetaCoV_HeB2013	26352	26451	0.9
KJ473812_BtRf_BetaCoV_HeB2013	26383	26482	0.89
KJ473812_BtRf_BetaCoV_HeB2013	26413	26512	0.87
KJ473812_BtRf_BetaCoV_HeB2013	26443	26542	0.74
KJ473812_BtRf_BetaCoV_HeB2013	26473	26572	0.7
KJ473812_BtRf_BetaCoV_HeB2013	26503	26602	0.77
KJ473812_BtRf_BetaCoV_HeB2013	26533	26632	0.79
KJ473812_BtRf_BetaCoV_HeB2013	26563	26662	0.8
KJ473812_BtRf_BetaCoV_HeB2013	26593	26692	0.76
KJ473812_BtRf_BetaCoV_HeB2013	26623	26722	0.8
KJ473812_BtRf_BetaCoV_HeB2013	26653	26752	0.84
KJ473812_BtRf_BetaCoV_HeB2013	26683	26782	0.84
KJ473812_BtRf_BetaCoV_HeB2013	26713	26812	0.85
KJ473812_BtRf_BetaCoV_HeB2013	26743	26842	0.83
KJ473812_BtRf_BetaCoV_HeB2013	26773	26872	0.86
KJ473812_BtRf_BetaCoV_HeB2013	26803	26902	0.84
KJ473812_BtRf_BetaCoV_HeB2013	26833	26932	0.82
KJ473812_BtRf_BetaCoV_HeB2013	26863	26962	0.82
KJ473812_BtRf_BetaCoV_HeB2013	26893	26992	0.77
KJ473812_BtRf_BetaCoV_HeB2013	26923	27022	0.81
KJ473812_BtRf_BetaCoV_HeB2013	26953	27052	0.83
KJ473812_BtRf_BetaCoV_HeB2013	26983	27082	0.87
KJ473812_BtRf_BetaCoV_HeB2013	27013	27112	0.87
KJ473812_BtRf_BetaCoV_HeB2013	27043	27142	0.87
KJ473812_BtRf_BetaCoV_HeB2013	27073	27172	0.84
KJ473812_BtRf_BetaCoV_HeB2013	27103	27202	0.88
KJ473812_BtRf_BetaCoV_HeB2013	27133	27232	0.92
KJ473812_BtRf_BetaCoV_HeB2013	27163	27262	0.92
KJ473812_BtRf_BetaCoV_HeB2013	27193	27292	0.89
KJ473812_BtRf_BetaCoV_HeB2013	27223	27322	0.75
KJ473812_BtRf_BetaCoV_HeB2013	27253	27352	0.74
KJ473812_BtRf_BetaCoV_HeB2013	27283	27382	0.72
KJ473812_BtRf_BetaCoV_HeB2013	27313	27412	0.81
KJ473812_BtRf_BetaCoV_HeB2013	27343	27442	0.8
KJ473812_BtRf_BetaCoV_HeB2013	27373	27472	0.84
KJ473812_BtRf_BetaCoV_HeB2013	27403	27502	0.81
KJ473812_BtRf_BetaCoV_HeB2013	27433	27532	0.88
KJ473812_BtRf_BetaCoV_HeB2013	27463	27562	0.9
KJ473812_BtRf_BetaCoV_HeB2013	27493	27592	0.9
KJ473812_BtRf_BetaCoV_HeB2013	27523	27622	0.84
KJ473812_BtRf_BetaCoV_HeB2013	27553	27652	0.82
KJ473812_BtRf_BetaCoV_HeB2013	27583	27682	0.84
KJ473812_BtRf_BetaCoV_HeB2013	27613	27712	0.83
KJ473812_BtRf_BetaCoV_HeB2013	27643	27742	0.83
KJ473812_BtRf_BetaCoV_HeB2013	27673	27772	0.78
KJ473812_BtRf_BetaCoV_HeB2013	27703	27802	0.85
KJ473812_BtRf_BetaCoV_HeB2013	27733	27832	0.88
KJ473812_BtRf_BetaCoV_HeB2013	27763	27862	0.9
KJ473812_BtRf_BetaCoV_HeB2013	27793	27892	0.85
KJ473812_BtRf_BetaCoV_HeB2013	27823	27922	0.73
KJ473812_BtRf_BetaCoV_HeB2013	27853	27952	0.51
KJ473812_BtRf_BetaCoV_HeB2013	27883	27982	0.46
KJ473812_BtRf_BetaCoV_HeB2013	27913	28012	0.43
KJ473812_BtRf_BetaCoV_HeB2013	27943	28042	0.49
KJ473812_BtRf_BetaCoV_HeB2013	27973	28072	0.47
KJ473812_BtRf_BetaCoV_HeB2013	28003	28102	0.37
KJ473812_BtRf_BetaCoV_HeB2013	28033	28132	0.32
KJ473812_BtRf_BetaCoV_HeB2013	28063	28162	0.35
KJ473812_BtRf_BetaCoV_HeB2013	28093	28192	0.42
KJ473812_BtRf_BetaCoV_HeB2013	28123	28222	0.49
KJ473812_BtRf_BetaCoV_HeB2013	28153	28252	0.52
KJ473812_BtRf_BetaCoV_HeB2013	28183	28282	0.56
KJ473812_BtRf_BetaCoV_HeB2013	28213	28312	0.62
KJ473812_BtRf_BetaCoV_HeB2013	28243	28342	0.82
KJ473812_BtRf_BetaCoV_HeB2013	28273	28372	0.9
KJ473812_BtRf_BetaCoV_HeB2013	28303	28402	0.84
KJ473812_BtRf_BetaCoV_HeB2013	28333	28432	0.88
KJ473812_BtRf_BetaCoV_HeB2013	28363	28462	0.86
KJ473812_BtRf_BetaCoV_HeB2013	28393	28492	0.86
KJ473812_BtRf_BetaCoV_HeB2013	28423	28522	0.82
KJ473812_BtRf_BetaCoV_HeB2013	28453	28552	0.82
KJ473812_BtRf_BetaCoV_HeB2013	28483	28582	0.86
KJ473812_BtRf_BetaCoV_HeB2013	28513	28612	0.91
KJ473812_BtRf_BetaCoV_HeB2013	28543	28642	0.9
KJ473812_BtRf_BetaCoV_HeB2013	28573	28672	0.88
KJ473812_BtRf_BetaCoV_HeB2013	28603	28702	0.9
KJ473812_BtRf_BetaCoV_HeB2013	28633	28732	0.91
KJ473812_BtRf_BetaCoV_HeB2013	28664	28763	0.92
KJ473812_BtRf_BetaCoV_HeB2013	28694	28793	0.95
KJ473812_BtRf_BetaCoV_HeB2013	28724	28823	0.91
KJ473812_BtRf_BetaCoV_HeB2013	28754	28853	0.89
KJ473812_BtRf_BetaCoV_HeB2013	28784	28883	0.87
KJ473812_BtRf_BetaCoV_HeB2013	28814	28913	0.85
KJ473812_BtRf_BetaCoV_HeB2013	28844	28943	0.76
KJ473812_BtRf_BetaCoV_HeB2013	28874	28973	0.8
KJ473812_BtRf_BetaCoV_HeB2013	28904	29003	0.82
KJ473812_BtRf_BetaCoV_HeB2013	28934	29033	0.9
KJ473812_BtRf_BetaCoV_HeB2013	28964	29063	0.93
KJ473812_BtRf_BetaCoV_HeB2013	28994	29093	0.87
KJ473812_BtRf_BetaCoV_HeB2013	29024	29123	0.82
KJ473812_BtRf_BetaCoV_HeB2013	29054	29153	0.83
KJ473812_BtRf_BetaCoV_HeB2013	29084	29183	0.88
KJ473812_BtRf_BetaCoV_HeB2013	29114	29213	0.85
KJ473812_BtRf_BetaCoV_HeB2013	29144	29243	0.88
KJ473812_BtRf_BetaCoV_HeB2013	29174	29273	0.87
KJ473812_BtRf_BetaCoV_HeB2013	29204	29303	0.88
KJ473812_BtRf_BetaCoV_HeB2013	29234	29333	0.83
KJ473812_BtRf_BetaCoV_HeB2013	29264	29363	0.83
KJ473812_BtRf_BetaCoV_HeB2013	29294	29393	0.9
KJ473812_BtRf_BetaCoV_HeB2013	29324	29423	0.9
KJ473812_BtRf_BetaCoV_HeB2013	29354	29453	0.91
KJ473812_BtRf_BetaCoV_HeB2013	29384	29483	0.87
KJ473812_BtRf_BetaCoV_HeB2013	29414	29513	0.84
KJ473812_BtRf_BetaCoV_HeB2013	29444	29543	0.85
KJ473812_BtRf_BetaCoV_HeB2013	29474	29573	0.88
KJ473812_BtRf_BetaCoV_HeB2013	29504	29603	0.9
KJ473812_BtRf_BetaCoV_HeB2013	29534	29633	0.94
KJ473812_BtRf_BetaCoV_HeB2013	29564	29663	0.92
KJ473812_BtRf_BetaCoV_HeB2013	29594	29693	0.92
KJ473812_BtRf_BetaCoV_HeB2013	29624	29723	0.91
KJ473812_BtRf_BetaCoV_HeB2013	29654	29753	0.95
KJ473812_BtRf_BetaCoV_HeB2013	29684	29783	0.94
KJ473812_BtRf_BetaCoV_HeB2013	29714	29813	0.98
KJ473812_BtRf_BetaCoV_HeB2013	29744	29843	0.98
KJ473812_BtRf_BetaCoV_HeB2013	29774	29873	1.0
KJ473812_BtRf_BetaCoV_HeB2013	29804	29903	0.74
KY770860_Bat_CoV_Jiyuan_84	1	100	0.43
KY770860_Bat_CoV_Jiyuan_84	31	130	0.68
KY770860_Bat_CoV_Jiyuan_84	61	160	0.82
KY770860_Bat_CoV_Jiyuan_84	91	190	0.83
KY770860_Bat_CoV_Jiyuan_84	121	220	0.86
KY770860_Bat_CoV_Jiyuan_84	151	250	0.91
KY770860_Bat_CoV_Jiyuan_84	181	280	0.94
KY770860_Bat_CoV_Jiyuan_84	211	310	0.93
KY770860_Bat_CoV_Jiyuan_84	241	340	0.92
KY770860_Bat_CoV_Jiyuan_84	271	370	0.83
KY770860_Bat_CoV_Jiyuan_84	301	400	0.78
KY770860_Bat_CoV_Jiyuan_84	331	430	0.78
KY770860_Bat_CoV_Jiyuan_84	361	460	0.77
KY770860_Bat_CoV_Jiyuan_84	391	490	0.82
KY770860_Bat_CoV_Jiyuan_84	421	520	0.69
KY770860_Bat_CoV_Jiyuan_84	451	550	0.68
KY770860_Bat_CoV_Jiyuan_84	481	580	0.66
KY770860_Bat_CoV_Jiyuan_84	511	610	0.71
KY770860_Bat_CoV_Jiyuan_84	541	640	0.8
KY770860_Bat_CoV_Jiyuan_84	571	670	0.83
KY770860_Bat_CoV_Jiyuan_84	601	700	0.86
KY770860_Bat_CoV_Jiyuan_84	631	730	0.85
KY770860_Bat_CoV_Jiyuan_84	661	760	0.82
KY770860_Bat_CoV_Jiyuan_84	691	790	0.79
KY770860_Bat_CoV_Jiyuan_84	721	820	0.8
KY770860_Bat_CoV_Jiyuan_84	751	850	0.86
KY770860_Bat_CoV_Jiyuan_84	781	880	0.89
KY770860_Bat_CoV_Jiyuan_84	811	910	0.84
KY770860_Bat_CoV_Jiyuan_84	841	940	0.79
KY770860_Bat_CoV_Jiyuan_84	871	970	0.78
KY770860_Bat_CoV_Jiyuan_84	901	1000	0.83
KY770860_Bat_CoV_Jiyuan_84	931	1030	0.8
KY770860_Bat_CoV_Jiyuan_84	961	1060	0.8
KY770860_Bat_CoV_Jiyuan_84	991	1090	0.74
KY770860_Bat_CoV_Jiyuan_84	1021	1120	0.73
KY770860_Bat_CoV_Jiyuan_84	1051	1150	0.76
KY770860_Bat_CoV_Jiyuan_84	1081	1180	0.72
KY770860_Bat_CoV_Jiyuan_84	1111	1210	0.76
KY770860_Bat_CoV_Jiyuan_84	1141	1240	0.71
KY770860_Bat_CoV_Jiyuan_84	1172	1271	0.76
KY770860_Bat_CoV_Jiyuan_84	1202	1301	0.78
KY770860_Bat_CoV_Jiyuan_84	1232	1331	0.77
KY770860_Bat_CoV_Jiyuan_84	1262	1361	0.73
KY770860_Bat_CoV_Jiyuan_84	1292	1391	0.68
KY770860_Bat_CoV_Jiyuan_84	1322	1421	0.74
KY770860_Bat_CoV_Jiyuan_84	1352	1451	0.73
KY770860_Bat_CoV_Jiyuan_84	1382	1481	0.7
KY770860_Bat_CoV_Jiyuan_84	1412	1511	0.7
KY770860_Bat_CoV_Jiyuan_84	1442	1541	0.74
KY770860_Bat_CoV_Jiyuan_84	1472	1571	0.8
KY770860_Bat_CoV_Jiyuan_84	1502	1601	0.75
KY770860_Bat_CoV_Jiyuan_84	1532	1631	0.72
KY770860_Bat_CoV_Jiyuan_84	1562	1661	0.65
KY770860_Bat_CoV_Jiyuan_84	1592	1691	0.69
KY770860_Bat_CoV_Jiyuan_84	1622	1721	0.72
KY770860_Bat_CoV_Jiyuan_84	1652	1751	0.8
KY770860_Bat_CoV_Jiyuan_84	1682	1781	0.76
KY770860_Bat_CoV_Jiyuan_84	1712	1811	0.72
KY770860_Bat_CoV_Jiyuan_84	1742	1841	0.71
KY770860_Bat_CoV_Jiyuan_84	1772	1871	0.73
KY770860_Bat_CoV_Jiyuan_84	1802	1901	0.74
KY770860_Bat_CoV_Jiyuan_84	1832	1931	0.74
KY770860_Bat_CoV_Jiyuan_84	1862	1961	0.72
KY770860_Bat_CoV_Jiyuan_84	1892	1991	0.66
KY770860_Bat_CoV_Jiyuan_84	1922	2021	0.66
KY770860_Bat_CoV_Jiyuan_84	1952	2051	0.66
KY770860_Bat_CoV_Jiyuan_84	1982	2081	0.7
KY770860_Bat_CoV_Jiyuan_84	2012	2111	0.66
KY770860_Bat_CoV_Jiyuan_84	2042	2141	0.65
KY770860_Bat_CoV_Jiyuan_84	2072	2171	0.65
KY770860_Bat_CoV_Jiyuan_84	2102	2201	0.66
KY770860_Bat_CoV_Jiyuan_84	2132	2231	0.72
KY770860_Bat_CoV_Jiyuan_84	2162	2261	0.65
KY770860_Bat_CoV_Jiyuan_84	2192	2291	0.58
KY770860_Bat_CoV_Jiyuan_84	2222	2321	0.52
KY770860_Bat_CoV_Jiyuan_84	2252	2351	0.52
KY770860_Bat_CoV_Jiyuan_84	2282	2381	0.52
KY770860_Bat_CoV_Jiyuan_84	2312	2411	0.51
KY770860_Bat_CoV_Jiyuan_84	2342	2441	0.52
KY770860_Bat_CoV_Jiyuan_84	2372	2471	0.56
KY770860_Bat_CoV_Jiyuan_84	2402	2501	0.6
KY770860_Bat_CoV_Jiyuan_84	2432	2531	0.6
KY770860_Bat_CoV_Jiyuan_84	2462	2561	0.63
KY770860_Bat_CoV_Jiyuan_84	2492	2591	0.53
KY770860_Bat_CoV_Jiyuan_84	2522	2621	0.54
KY770860_Bat_CoV_Jiyuan_84	2552	2651	0.53
KY770860_Bat_CoV_Jiyuan_84	2582	2681	0.58
KY770860_Bat_CoV_Jiyuan_84	2612	2711	0.63
KY770860_Bat_CoV_Jiyuan_84	2642	2741	0.64
KY770860_Bat_CoV_Jiyuan_84	2672	2771	0.67
KY770860_Bat_CoV_Jiyuan_84	2702	2801	0.77
KY770860_Bat_CoV_Jiyuan_84	2732	2831	0.8
KY770860_Bat_CoV_Jiyuan_84	2762	2861	0.81
KY770860_Bat_CoV_Jiyuan_84	2792	2891	0.79
KY770860_Bat_CoV_Jiyuan_84	2822	2921	0.83
KY770860_Bat_CoV_Jiyuan_84	2852	2951	0.78
KY770860_Bat_CoV_Jiyuan_84	2882	2981	0.78
KY770860_Bat_CoV_Jiyuan_84	2912	3011	0.75
KY770860_Bat_CoV_Jiyuan_84	2942	3041	0.75
KY770860_Bat_CoV_Jiyuan_84	2972	3071	0.76
KY770860_Bat_CoV_Jiyuan_84	3002	3101	0.66
KY770860_Bat_CoV_Jiyuan_84	3032	3131	0.67
KY770860_Bat_CoV_Jiyuan_84	3062	3161	0.61
KY770860_Bat_CoV_Jiyuan_84	3092	3191	0.52
KY770860_Bat_CoV_Jiyuan_84	3122	3221	0.58
KY770860_Bat_CoV_Jiyuan_84	3152	3251	0.37
KY770860_Bat_CoV_Jiyuan_84	3182	3281	0.3
KY770860_Bat_CoV_Jiyuan_84	3212	3311	0.11
KY770860_Bat_CoV_Jiyuan_84	3242	3341	0.17
KY770860_Bat_CoV_Jiyuan_84	3272	3371	0.41
KY770860_Bat_CoV_Jiyuan_84	3302	3401	0.62
KY770860_Bat_CoV_Jiyuan_84	3332	3431	0.68
KY770860_Bat_CoV_Jiyuan_84	3362	3461	0.73
KY770860_Bat_CoV_Jiyuan_84	3392	3491	0.71
KY770860_Bat_CoV_Jiyuan_84	3422	3521	0.73
KY770860_Bat_CoV_Jiyuan_84	3453	3552	0.71
KY770860_Bat_CoV_Jiyuan_84	3483	3582	0.64
KY770860_Bat_CoV_Jiyuan_84	3513	3612	0.67
KY770860_Bat_CoV_Jiyuan_84	3543	3642	0.7
KY770860_Bat_CoV_Jiyuan_84	3573	3672	0.69
KY770860_Bat_CoV_Jiyuan_84	3603	3702	0.71
KY770860_Bat_CoV_Jiyuan_84	3633	3732	0.72
KY770860_Bat_CoV_Jiyuan_84	3663	3762	0.73
KY770860_Bat_CoV_Jiyuan_84	3693	3792	0.72
KY770860_Bat_CoV_Jiyuan_84	3723	3822	0.68
KY770860_Bat_CoV_Jiyuan_84	3753	3852	0.59
KY770860_Bat_CoV_Jiyuan_84	3783	3882	0.53
KY770860_Bat_CoV_Jiyuan_84	3813	3912	0.48
KY770860_Bat_CoV_Jiyuan_84	3843	3942	0.35
KY770860_Bat_CoV_Jiyuan_84	3873	3972	0.44
KY770860_Bat_CoV_Jiyuan_84	3903	4002	0.52
KY770860_Bat_CoV_Jiyuan_84	3933	4032	0.66
KY770860_Bat_CoV_Jiyuan_84	3963	4062	0.74
KY770860_Bat_CoV_Jiyuan_84	3993	4092	0.66
KY770860_Bat_CoV_Jiyuan_84	4023	4122	0.64
KY770860_Bat_CoV_Jiyuan_84	4053	4152	0.62
KY770860_Bat_CoV_Jiyuan_84	4083	4182	0.66
KY770860_Bat_CoV_Jiyuan_84	4113	4212	0.74
KY770860_Bat_CoV_Jiyuan_84	4143	4242	0.71
KY770860_Bat_CoV_Jiyuan_84	4173	4272	0.71
KY770860_Bat_CoV_Jiyuan_84	4203	4302	0.66
KY770860_Bat_CoV_Jiyuan_84	4233	4332	0.66
KY770860_Bat_CoV_Jiyuan_84	4263	4362	0.64
KY770860_Bat_CoV_Jiyuan_84	4293	4392	0.68
KY770860_Bat_CoV_Jiyuan_84	4323	4422	0.71
KY770860_Bat_CoV_Jiyuan_84	4353	4452	0.76
KY770860_Bat_CoV_Jiyuan_84	4383	4482	0.77
KY770860_Bat_CoV_Jiyuan_84	4413	4512	0.75
KY770860_Bat_CoV_Jiyuan_84	4443	4542	0.73
KY770860_Bat_CoV_Jiyuan_84	4473	4572	0.71
KY770860_Bat_CoV_Jiyuan_84	4503	4602	0.66
KY770860_Bat_CoV_Jiyuan_84	4533	4632	0.69
KY770860_Bat_CoV_Jiyuan_84	4563	4662	0.73
KY770860_Bat_CoV_Jiyuan_84	4593	4692	0.75
KY770860_Bat_CoV_Jiyuan_84	4623	4722	0.75
KY770860_Bat_CoV_Jiyuan_84	4653	4752	0.72
KY770860_Bat_CoV_Jiyuan_84	4683	4782	0.76
KY770860_Bat_CoV_Jiyuan_84	4713	4812	0.77
KY770860_Bat_CoV_Jiyuan_84	4743	4842	0.79
KY770860_Bat_CoV_Jiyuan_84	4773	4872	0.78
KY770860_Bat_CoV_Jiyuan_84	4803	4902	0.75
KY770860_Bat_CoV_Jiyuan_84	4833	4932	0.74
KY770860_Bat_CoV_Jiyuan_84	4863	4962	0.68
KY770860_Bat_CoV_Jiyuan_84	4893	4992	0.75
KY770860_Bat_CoV_Jiyuan_84	4923	5022	0.8
KY770860_Bat_CoV_Jiyuan_84	4953	5052	0.85
KY770860_Bat_CoV_Jiyuan_84	4983	5082	0.86
KY770860_Bat_CoV_Jiyuan_84	5013	5112	0.8
KY770860_Bat_CoV_Jiyuan_84	5043	5142	0.75
KY770860_Bat_CoV_Jiyuan_84	5073	5172	0.72
KY770860_Bat_CoV_Jiyuan_84	5103	5202	0.73
KY770860_Bat_CoV_Jiyuan_84	5133	5232	0.75
KY770860_Bat_CoV_Jiyuan_84	5163	5262	0.77
KY770860_Bat_CoV_Jiyuan_84	5193	5292	0.81
KY770860_Bat_CoV_Jiyuan_84	5223	5322	0.76
KY770860_Bat_CoV_Jiyuan_84	5253	5352	0.78
KY770860_Bat_CoV_Jiyuan_84	5283	5382	0.77
KY770860_Bat_CoV_Jiyuan_84	5313	5412	0.78
KY770860_Bat_CoV_Jiyuan_84	5343	5442	0.78
KY770860_Bat_CoV_Jiyuan_84	5373	5472	0.77
KY770860_Bat_CoV_Jiyuan_84	5403	5502	0.72
KY770860_Bat_CoV_Jiyuan_84	5433	5532	0.71
KY770860_Bat_CoV_Jiyuan_84	5463	5562	0.64
KY770860_Bat_CoV_Jiyuan_84	5493	5592	0.68
KY770860_Bat_CoV_Jiyuan_84	5523	5622	0.7
KY770860_Bat_CoV_Jiyuan_84	5553	5652	0.75
KY770860_Bat_CoV_Jiyuan_84	5583	5682	0.75
KY770860_Bat_CoV_Jiyuan_84	5613	5712	0.76
KY770860_Bat_CoV_Jiyuan_84	5643	5742	0.79
KY770860_Bat_CoV_Jiyuan_84	5673	5772	0.82
KY770860_Bat_CoV_Jiyuan_84	5703	5802	0.76
KY770860_Bat_CoV_Jiyuan_84	5734	5833	0.75
KY770860_Bat_CoV_Jiyuan_84	5764	5863	0.72
KY770860_Bat_CoV_Jiyuan_84	5794	5893	0.73
KY770860_Bat_CoV_Jiyuan_84	5824	5923	0.72
KY770860_Bat_CoV_Jiyuan_84	5854	5953	0.72
KY770860_Bat_CoV_Jiyuan_84	5884	5983	0.7
KY770860_Bat_CoV_Jiyuan_84	5914	6013	0.74
KY770860_Bat_CoV_Jiyuan_84	5944	6043	0.73
KY770860_Bat_CoV_Jiyuan_84	5974	6073	0.7
KY770860_Bat_CoV_Jiyuan_84	6004	6103	0.68
KY770860_Bat_CoV_Jiyuan_84	6034	6133	0.65
KY770860_Bat_CoV_Jiyuan_84	6064	6163	0.72
KY770860_Bat_CoV_Jiyuan_84	6094	6193	0.74
KY770860_Bat_CoV_Jiyuan_84	6124	6223	0.76
KY770860_Bat_CoV_Jiyuan_84	6154	6253	0.77
KY770860_Bat_CoV_Jiyuan_84	6184	6283	0.71
KY770860_Bat_CoV_Jiyuan_84	6214	6313	0.76
KY770860_Bat_CoV_Jiyuan_84	6244	6343	0.77
KY770860_Bat_CoV_Jiyuan_84	6274	6373	0.8
KY770860_Bat_CoV_Jiyuan_84	6304	6403	0.77
KY770860_Bat_CoV_Jiyuan_84	6334	6433	0.78
KY770860_Bat_CoV_Jiyuan_84	6364	6463	0.8
KY770860_Bat_CoV_Jiyuan_84	6394	6493	0.8
KY770860_Bat_CoV_Jiyuan_84	6424	6523	0.75
KY770860_Bat_CoV_Jiyuan_84	6454	6553	0.75
KY770860_Bat_CoV_Jiyuan_84	6484	6583	0.72
KY770860_Bat_CoV_Jiyuan_84	6514	6613	0.75
KY770860_Bat_CoV_Jiyuan_84	6544	6643	0.82
KY770860_Bat_CoV_Jiyuan_84	6574	6673	0.75
KY770860_Bat_CoV_Jiyuan_84	6604	6703	0.7
KY770860_Bat_CoV_Jiyuan_84	6634	6733	0.6
KY770860_Bat_CoV_Jiyuan_84	6664	6763	0.52
KY770860_Bat_CoV_Jiyuan_84	6694	6793	0.6
KY770860_Bat_CoV_Jiyuan_84	6724	6823	0.63
KY770860_Bat_CoV_Jiyuan_84	6754	6853	0.72
KY770860_Bat_CoV_Jiyuan_84	6784	6883	0.73
KY770860_Bat_CoV_Jiyuan_84	6814	6913	0.68
KY770860_Bat_CoV_Jiyuan_84	6844	6943	0.71
KY770860_Bat_CoV_Jiyuan_84	6874	6973	0.69
KY770860_Bat_CoV_Jiyuan_84	6904	7003	0.69
KY770860_Bat_CoV_Jiyuan_84	6934	7033	0.7
KY770860_Bat_CoV_Jiyuan_84	6964	7063	0.72
KY770860_Bat_CoV_Jiyuan_84	6994	7093	0.72
KY770860_Bat_CoV_Jiyuan_84	7024	7123	0.69
KY770860_Bat_CoV_Jiyuan_84	7054	7153	0.7
KY770860_Bat_CoV_Jiyuan_84	7084	7183	0.74
KY770860_Bat_CoV_Jiyuan_84	7114	7213	0.77
KY770860_Bat_CoV_Jiyuan_84	7144	7243	0.71
KY770860_Bat_CoV_Jiyuan_84	7174	7273	0.73
KY770860_Bat_CoV_Jiyuan_84	7204	7303	0.69
KY770860_Bat_CoV_Jiyuan_84	7234	7333	0.7
KY770860_Bat_CoV_Jiyuan_84	7264	7363	0.73
KY770860_Bat_CoV_Jiyuan_84	7294	7393	0.75
KY770860_Bat_CoV_Jiyuan_84	7324	7423	0.79
KY770860_Bat_CoV_Jiyuan_84	7354	7453	0.83
KY770860_Bat_CoV_Jiyuan_84	7384	7483	0.8
KY770860_Bat_CoV_Jiyuan_84	7414	7513	0.81
KY770860_Bat_CoV_Jiyuan_84	7444	7543	0.78
KY770860_Bat_CoV_Jiyuan_84	7474	7573	0.77
KY770860_Bat_CoV_Jiyuan_84	7504	7603	0.74
KY770860_Bat_CoV_Jiyuan_84	7534	7633	0.78
KY770860_Bat_CoV_Jiyuan_84	7564	7663	0.79
KY770860_Bat_CoV_Jiyuan_84	7594	7693	0.8
KY770860_Bat_CoV_Jiyuan_84	7624	7723	0.85
KY770860_Bat_CoV_Jiyuan_84	7654	7753	0.8
KY770860_Bat_CoV_Jiyuan_84	7684	7783	0.85
KY770860_Bat_CoV_Jiyuan_84	7714	7813	0.83
KY770860_Bat_CoV_Jiyuan_84	7744	7843	0.8
KY770860_Bat_CoV_Jiyuan_84	7774	7873	0.84
KY770860_Bat_CoV_Jiyuan_84	7804	7903	0.83
KY770860_Bat_CoV_Jiyuan_84	7834	7933	0.8
KY770860_Bat_CoV_Jiyuan_84	7864	7963	0.81
KY770860_Bat_CoV_Jiyuan_84	7894	7993	0.76
KY770860_Bat_CoV_Jiyuan_84	7924	8023	0.8
KY770860_Bat_CoV_Jiyuan_84	7954	8053	0.78
KY770860_Bat_CoV_Jiyuan_84	7984	8083	0.76
KY770860_Bat_CoV_Jiyuan_84	8014	8113	0.76
KY770860_Bat_CoV_Jiyuan_84	8045	8144	0.69
KY770860_Bat_CoV_Jiyuan_84	8075	8174	0.7
KY770860_Bat_CoV_Jiyuan_84	8105	8204	0.69
KY770860_Bat_CoV_Jiyuan_84	8135	8234	0.73
KY770860_Bat_CoV_Jiyuan_84	8165	8264	0.76
KY770860_Bat_CoV_Jiyuan_84	8195	8294	0.77
KY770860_Bat_CoV_Jiyuan_84	8225	8324	0.83
KY770860_Bat_CoV_Jiyuan_84	8255	8354	0.84
KY770860_Bat_CoV_Jiyuan_84	8285	8384	0.87
KY770860_Bat_CoV_Jiyuan_84	8315	8414	0.77
KY770860_Bat_CoV_Jiyuan_84	8345	8444	0.76
KY770860_Bat_CoV_Jiyuan_84	8375	8474	0.8
KY770860_Bat_CoV_Jiyuan_84	8405	8504	0.81
KY770860_Bat_CoV_Jiyuan_84	8435	8534	0.8
KY770860_Bat_CoV_Jiyuan_84	8465	8564	0.8
KY770860_Bat_CoV_Jiyuan_84	8495	8594	0.75
KY770860_Bat_CoV_Jiyuan_84	8525	8624	0.64
KY770860_Bat_CoV_Jiyuan_84	8555	8654	0.57
KY770860_Bat_CoV_Jiyuan_84	8585	8684	0.57
KY770860_Bat_CoV_Jiyuan_84	8615	8714	0.63
KY770860_Bat_CoV_Jiyuan_84	8645	8744	0.72
KY770860_Bat_CoV_Jiyuan_84	8675	8774	0.81
KY770860_Bat_CoV_Jiyuan_84	8705	8804	0.83
KY770860_Bat_CoV_Jiyuan_84	8735	8834	0.76
KY770860_Bat_CoV_Jiyuan_84	8765	8864	0.75
KY770860_Bat_CoV_Jiyuan_84	8795	8894	0.69
KY770860_Bat_CoV_Jiyuan_84	8825	8924	0.77
KY770860_Bat_CoV_Jiyuan_84	8855	8954	0.8
KY770860_Bat_CoV_Jiyuan_84	8885	8984	0.85
KY770860_Bat_CoV_Jiyuan_84	8915	9014	0.82
KY770860_Bat_CoV_Jiyuan_84	8945	9044	0.81
KY770860_Bat_CoV_Jiyuan_84	8975	9074	0.81
KY770860_Bat_CoV_Jiyuan_84	9005	9104	0.77
KY770860_Bat_CoV_Jiyuan_84	9035	9134	0.74
KY770860_Bat_CoV_Jiyuan_84	9065	9164	0.77
KY770860_Bat_CoV_Jiyuan_84	9095	9194	0.82
KY770860_Bat_CoV_Jiyuan_84	9125	9224	0.88
KY770860_Bat_CoV_Jiyuan_84	9155	9254	0.87
KY770860_Bat_CoV_Jiyuan_84	9185	9284	0.85
KY770860_Bat_CoV_Jiyuan_84	9215	9314	0.79
