strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Ecuador/52389/2020	EPI_ISL_491954		Instituto Nacional de Investigación en Salud Pública - INSPI	INSPI - Charité	Alfredo Bruno Caicedo et al
Cyprus/006/2020	EPI_ISL_463746		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
Australia/QLD961/2020	EPI_ISL_530236		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
NewZealand/20VR1930/2020	EPI_ISL_579166	MZ332083.1	Southern Community Labs Dunedin	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Australia/VIC884/2020	EPI_ISL_427137		Victorian Infectious Diseases Reference Laboratory (VIDRL)	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute	Caly L. et al A (https://dx.doi.org/10.1101/2020.05.12.20099929)
Portugal/PT0495/2020	EPI_ISL_454219			Instituto Nacional de Saude (INSA)	Borges et al
Portugal/IGC4471/2020	EPI_ISL_491256		Instituto Gulbenkian de Ciência	Instituto Gulbenkian de Ciência	Joao Sobral et al
Togo/BMC-27062-20/2020	EPI_ISL_1435763		Institut National d'Hygiène	Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier) IRD (Institut de recherche pour le développement)	Mounerou SALOU et al
Ireland/D-CFS8-230852/2020	EPI_ISL_2484147		Mater Misericordiae University Hospital Dublin	University College Dublin, CFS, School of Public Health	Maureen Lynch et al
Colombia/BOG-INS-VG-57/2020	EPI_ISL_845627		SYNLAB COLOMBIA S.A.S	Instituto Nacional de Salud - Dirección de Investigación en Salud Pública	Katherine Laiton-Donato et al B
Colombia/PUT-INS-CVN2151/2020	EPI_ISL_956306		Laboratorio Gencore- Universidad de los Andes	Instituto Nacional de Salud- Dirección de Investigación en Salud Pública, Universidad de los Andes- Gencore	Katherine Laiton-Donato et al B
Bolivia/26938/2020	EPI_ISL_837559		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Switzerland/VS-ETHZ-160006/2020	EPI_ISL_486503		Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
NewZealand/20VR2062/2020	EPI_ISL_456354	MZ332173.1	Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
NewZealand/20VR2055/2020	EPI_ISL_456350	MZ332167.1	Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Ghana/WACCBIP-GS372/2020	EPI_ISL_1255244		West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Accra, Ghana	West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Volta Road, Legon-Accra, Ghana	Collins M. Morang'a et al
Ghana/WACCBIP-GS475/2020	EPI_ISL_2422523		West African Centre for Cell Biology of Infectious Pathogen, University of Ghana, Legon	WACCBIP, University of Ghana, Volta Road, Legon, Accra	Collins M. Morang'a et al
Ghana/35466_S19/2020	EPI_ISL_515095	MT890206.1	Department of Biochemistry, Cell and Molecular Biology	WACCBIP, University of Ghana	Ngoi et al
Ghana/UHAS-G441/2020	EPI_ISL_648124		UHAS COVID-19 Lab	UHAS COVID-19 Lab	Kwabena O. Duedu et al
Ghana/WACCBIP-GS228/2020	EPI_ISL_1255149		West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Accra, Ghana	West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Volta Road, Legon-Accra, Ghana	Collins M. Morang'a et al
Gambia/GC19-0544/2020	EPI_ISL_561016		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Gambia/GC19-1385/2020	EPI_ISL_561018		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Gambia/GC19-1706/2020	EPI_ISL_561028		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Gambia/GC19-1786/2020	EPI_ISL_561031		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Gambia/GC19-1815/2020	EPI_ISL_561033		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Gambia/NPHL-1216/2020	EPI_ISL_561216		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
NewZealand/20VR2052/2020	EPI_ISL_536792	MZ332165.1	Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Australia/ACT0073/2020	EPI_ISL_498533		ACT Pathology	Schwessinger Lab	Ashley Jones et al
NewZealand/20VR2098/2020	EPI_ISL_548125	MZ332203.1	Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Georgia/MM001597/2020	EPI_ISL_2896267	MT291845.1	Department of Virology, Molecular Biology and Genome Research	Department of Virology, Molecular Biology and Genome Research	Murtskhvaladze et al
Morocco/6906/2020	EPI_ISL_459984		Institut Pasteur du Maroc	Institut Pasteur du Maroc	Marion Barbet et al B (https://dx.doi.org/10.1101/2020.06.23.165902)
Peru/LIM-INS-041/2020	EPI_ISL_514226		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Biotecnología y Biología Molecular. Instituto Nacional de Salud Perú	Carlos Padilla Rojas et al
Ecuador/USFQ-065/2020	EPI_ISL_481247		Hospital IESS Babahoyo	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
NewZealand/20VR2541/2020	EPI_ISL_456384	MZ332267.1	LabPLUS	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Armenia/UW-ARM37/2020	EPI_ISL_1854632	MZ230711.1	National Center of Disease Control and Prevention of the Republic of Armenia	UW Virology Lab	Pavitra Roychoudhury et al
Armenia/UW-ARM36/2020	EPI_ISL_1854631	MZ230710.1	National Center of Disease Control and Prevention of the Republic of Armenia	UW Virology Lab	Pavitra Roychoudhury et al
Armenia/UW-ARM20/2020	EPI_ISL_1854614	MZ230694.1	National Center of Disease Control and Prevention of the Republic of Armenia	UW Virology Lab	Pavitra Roychoudhury et al
Armenia/UW-ARM43/2020	EPI_ISL_1854638	MZ230716.1	National Center of Disease Control and Prevention of the Republic of Armenia	UW Virology Lab	Pavitra Roychoudhury et al
Armenia/UW-ARM34/2020	EPI_ISL_1854629	MZ230708.1	National Center of Disease Control and Prevention of the Republic of Armenia	UW Virology Lab	Pavitra Roychoudhury et al
Armenia/IMB1-10/2021	EPI_ISL_1139155		National Center of Disease Control and Prevention of the Republic of Armenia	Institute of Molecular Biology NAS RA, Republic of Armenia, Department of Bioengineering, BioinformaticsInstitute and Molecular Biology IBMPh RAU, Republic of Armenia	Arsen Arakelyan et al
Armenia/UW-ARM35/2020	EPI_ISL_1854630	MZ230709.1	National Center of Disease Control and Prevention of the Republic of Armenia	UW Virology Lab	Pavitra Roychoudhury et al
Ecuador/USFQ-208/2020	EPI_ISL_539783		Universidad Regional Amazonica IKIAM	Institute of Microbiology, Universidad San Francisco de Quito	Fabian Aguilar et al
Ecuador/USFQ-527/2020	EPI_ISL_697796		Universidad Regional Amazonica IKIAM	Institute of Microbiology, Universidad San Francisco de Quito	Fabian Aguilar et al
NewZealand/20CV0388/2020	EPI_ISL_579117		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Finland/25SS8H7/2020	EPI_ISL_759927		Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	Teemu Smura et al A
Italy/CAM-TIGEM-436/2020	EPI_ISL_778755		Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Antonio Grimaldi et al
Bulgaria/21BG-NC_A000009/2020	EPI_ISL_2081878		National Center of Infectious and Parasitic Diseases	National Center of Infectious and Parasitic Diseases	Alexiev et al
Ghana/WACCBIP-GS35/2020	EPI_ISL_1255228		West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Accra, Ghana	West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Volta Road, Legon-Accra, Ghana	Collins M. Morang'a et al
Ecuador/EC-G-127052/2020	EPI_ISL_826834		INSPI-CRN DE INFLUENZA Y OTROS VIRUS RESPIRATORIOS	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Ecuador/UEES-ECU697/2021	EPI_ISL_1443663		Institute of Microbiology, Universidad San Francisco de Quito	Omics Sciences Laboratory	Derly Andrade Molina et al
Canada/SK-NML-17407/2020	EPI_ISL_2883493		SK-Roy Romanow Provincial Laboratory	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/Qc-JUS-V928194599/2020	EPI_ISL_825704		Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
Canada/NS-NML-5458/2020	EPI_ISL_1055637		QEII Health Sciences Centre	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/Qc-L00289009/2020	EPI_ISL_1365750		Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
Canada/QC-HCLM-7056141164/2020	EPI_ISL_1390985		Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
Turkey/HSGM-11386/2021	EPI_ISL_2107340		Ministry of Health Turkey	Ministry of Health Turkey	Fatma Bayrakdar et al B
Australia/VIC2150/2020	EPI_ISL_480766		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Iran/T9258/2020	EPI_ISL_2835993		Kariminejad-Najmabadi Pathology & Genetics Center, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Cyprus/Cy031666/2020	EPI_ISL_1164628		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
Ghana/WACCBIP-GS19/2020	EPI_ISL_884842	MW523402.1	Department of Biochemistry, Cell and Molecular Biology, West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana	Department of Biochemistry, Cell and Molecular Biology, West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana	Ngoi et al
Ghana/WACCBIP-GS226/2020	EPI_ISL_1255147		West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Accra, Ghana	West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Volta Road, Legon-Accra, Ghana	Collins M. Morang'a et al
Ghana/WACCBIP-GS227/2020	EPI_ISL_1255148		West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Accra, Ghana	West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Volta Road, Legon-Accra, Ghana	Collins M. Morang'a et al
Togo/C4657/2021	EPI_ISL_1575436		Laboratoire Biolim/FSS/UL	Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier) IRD (Institut de recherche pour le développement)	Mounerou SALOU et al
Togo/C4891/2021	EPI_ISL_1575441		Laboratoire Biolim/FSS/UL	Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier) IRD (Institut de recherche pour le développement)	Mounerou SALOU et al
Mexico/YUC-NYGC-33987-20/2020	EPI_ISL_3024036		Universidad Autonoma de Yucatan	New York Genome Center	Michael Zody et al
Mexico/YUC-NYGC-115-21/2021	EPI_ISL_3024000		Universidad Autonoma de Yucatan	New York Genome Center	Michael Zody et al
Mexico/GRO-InDRE_276/2020	EPI_ISL_1054958		Instituto de Diagnostico y Referencia Epidemiologicos INDRE_RNLSP	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	Claudia Wong-Arambula et al
CostaRica/INC-0269/2021	EPI_ISL_1201439		AREA DE SALUD PAVAS (COOPESALUD)	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
Nepal/DH_002/2020	EPI_ISL_2171041		Dhulikhel Hospital, Kathmandu University Hospital	Molecular and Genomics Research Lab, Dhulikhel Hospital, Kathmandu University Hospital	Rajeev Shrestha et al
Nepal/DH_001/2020	EPI_ISL_2171040		Dhulikhel Hospital, Kathmandu University Hospital	Molecular and Genomics Research Lab, Dhulikhel Hospital, Kathmandu University Hospital	Rajeev Shrestha et al
Ecuador/USFQ-1543-UTPL110/2021	EPI_ISL_2689834		Health sciences Department, Universidad Técnica Particular de Loja	Institute of Microbiology, Universidad San Francisco de Quito	Rommel Guevara et al
USA/TN-CDC-TX4M-6370/2020	EPI_ISL_1483220	MW874274.1	Vanderbilt University	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al A
Nigeria/OS-CV304/2020	EPI_ISL_729982		Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria	Oluniyi P.E. et al B
Australia/WA538/2020	EPI_ISL_794710		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA355/2020	EPI_ISL_605832		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA371/2020	EPI_ISL_605848		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA351/2020	EPI_ISL_605828		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA357/2020	EPI_ISL_605834		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Madagascar/IPM-38424/2020	EPI_ISL_1660225		Virology Unit, Institut Pasteur de Madagascar	Virology Unit, Institut Pasteur de Madagascar	Christian Ranaivoson et al
Madagascar/VIRO-33698/2020	EPI_ISL_677634		Virology Unit, Institut Pasteur de Madagascar	Virology Unit, Institut Pasteur de Madagascar	Christian Ranaivoson et al
Madagascar/IPM-01448/2021	EPI_ISL_1660254		Virology Unit, Institut Pasteur de Madagascar	Virology Unit, Institut Pasteur de Madagascar	Christian Ranaivoson et al
Madagascar/IPM-38708/2020	EPI_ISL_1660315		Virology Unit, Institut Pasteur de Madagascar	Virology Unit, Institut Pasteur de Madagascar	Marion Barbet et al A
Netherlands/GE-EMC-317/2020	EPI_ISL_632649		Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
Madagascar/IPM-39801/2020	EPI_ISL_1660323		Virology Unit, Institut Pasteur de Madagascar	Virology Unit, Institut Pasteur de Madagascar	Marion Barbet et al A
Germany/HH-HPI-p2943/2020	EPI_ISL_960008		University Medical Center Hamburg Eppendorf	Heinrich Pette Institute, Leibniz Institute for Experimental Virology	Alexis Robitaille et al
Finland/THL-202100658/2020	EPI_ISL_2537335		Fimlab Laboratoriot Oy Jyväskylä	Expert Microbiology, National Institute for Health and Welfare	Soile Blomqvist et al
Finland/11DS7CC9/2020	EPI_ISL_1595772		Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	Teemu Smura et al A
Finland/11DS7CD9/2020	EPI_ISL_1595774		Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	Teemu Smura et al A
Finland/THL-202040929/2020	EPI_ISL_2589750		Fimlab Laboratoriot Oy Tampere	Expert Microbiology, National Institute for Health and Welfare	Soile Blomqvist et al
Finland/16MR9cA1/2020	EPI_ISL_757299		Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	Teemu Smura et al A
Finland/27MR20CH1_S264/2020	EPI_ISL_902801		Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	Teemu Smura et al A
Ecuador/36192/2020	EPI_ISL_491947		Instituto Nacional de Investigación en Salud Pública - INSPI	INSPI - Charité	Alfredo Bruno Caicedo et al
Australia/QLD1267/2020	EPI_ISL_693269		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Russia/MOS-CRIE-13312464/2020	EPI_ISL_717972		Molecular diagnostic laboratory of Federal Budget Institution of Science "Central Research Institute of Epidemiology" of The Federal Service on Customers' Rights Protection and Human Well-being Surveillance	Group of Genomics and Postgenomic Technologies of Central Research Institute of Epidemilology	Samoilov AE et al
Ukraine/Lviv-857/2020	EPI_ISL_1122014		Department of Respiratory and other Viral Infections of L.V.Gromashevsky Institute of Epidemiology & Infectious Diseases NAMS of Ukrainе	Department of Respiratory and other Viral Infections of L.V.Gromashevsky Institute of Epidemiology & Infectious Diseases NAMS of Ukrainе, JSC "Farmak"	Alla Mironenko et al
Austria/CeMM5450/2020	EPI_ISL_1495474		Department of Laboratory Medicine, Division of Clinical Virology, University of Medicine, Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
Romania/RO_IOCN15/2020	EPI_ISL_891223		The Oncology Institute "Prof. Dr. Ion Chiricuta" Cluj Napoca	"Stefan cel Mare" University Metagenomics Lab	Lobiuc Andrei et al
Zimbabwe/ZW-25731/2020	EPI_ISL_1191816		National Microbiology Reference Laboratory	Quadram Institute Bioscience	Tapfumanei Mashe et al
Russia/OMS-ORINFI-3027S/2020	EPI_ISL_569780		Omsk Research Institute of Natural Focal Infections	WHO National Influenza Centre Russian Federation	Artem Fadeev et al
Portugal/PT1723/2020	EPI_ISL_693519		Hospital Vila Franca de Xira	Instituto Nacional de Saude (INSA)	Borges et al
Portugal/PT1709/2020	EPI_ISL_693520		Hospital Vila Franca de Xira	Instituto Nacional de Saude (INSA)	Borges et al
Portugal/PT1730/2020	EPI_ISL_693524		Hospital Vila Franca de Xira	Instituto Nacional de Saude (INSA)	Borges et al
Portugal/PT1739/2020	EPI_ISL_693535		Hospital Vila Franca de Xira	Instituto Nacional de Saude (INSA)	Borges et al
SouthAfrica/KRISP-0135/2020	EPI_ISL_467487		Molecular Diagnostics Services (MDS)	KRISP, KZN Research Innovation and Sequencing Platform	Giandhari J et al A
SouthAfrica/NHLS-UCT-GS-0620/2020	EPI_ISL_700564		D'Almeida Clinic wc DAL	NHLS/UCT	Arash Iranzadeh et al
SouthAfrica/NICD-N00296/2020	EPI_ISL_2433800		National Institute for Communicable Diseases of the National Health Laboratory Service	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG et al
Indonesia/JK-FKUPNVJ-04/2020	EPI_ISL_1300496		RSUD Pasarminggu	Stem Cell Lab, Universitas Pembangunan Nasional Veteran Jakarta (UPNVJ)	Andri Pramesyanti Pramono et al
UnitedArabEmirates/skmc-3806331/2020	EPI_ISL_582678		Sheikh Khalifa Medical City	Molecular/Surveillance lab Sheikh Khalifa Medical City	Amirtharaj Francis et al
Serbia/M16276/2020	EPI_ISL_1057102		Institute of Biocides and Medical Ecology, Belgarde, Serbia	Virology Department Institute of Microbiology and Immunology Faculty of Medicine University of Belgrade	Banko Ana et al
Indonesia/JB-EIJK109/2020	EPI_ISL_947312		RSU Bunda Mulia	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Lydia V. Panggalo et al
Singapore/26/2021	EPI_ISL_825064		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
Indonesia/JK-MikroFKUI-A4-201109/2020	EPI_ISL_2920099		LABORATORY OF CLINICAL MICROBIOLOGY, FACULTY OF MEDICINE, UNIVERSITY OF INDONESIA	LABORATORY OF CLINICAL MICROBIOLOGY, FACULTY OF MEDICINE, UNIVERSITY OF INDONESIA	RAHMAWATY RG et al
Chile/Santiago-PUC_MVL_0305/2020	EPI_ISL_801765	MW365043.1	Laboratory of Molecular Virology, Pontificia Universidad Católica de Chile	MSHS Pathogen Surveillance Program	Leonardo I. Almonacid et al
Brazil/GO-HLAGYN-1088252_R1/2020	EPI_ISL_2017323		HLAGYN - Laboratorio de Imunologia de Transplantes de Goias	HLAGYN - Laboratorio de Imunologia de Transplantes de Goias	Fernando Antonio Vinhal dos Santos et al
Turkey/HSGM-B12235/2021	EPI_ISL_2232636		Ministry of Health Turkey	Ministry of Health Turkey	Fatma Bayrakdar et al B
Peru/AMA-UPCH-0255/2020	EPI_ISL_729869		Instituto de Medicina Tropical, Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas	Laboratorio de Genómica Microbiana, Universidad Peruana Cayetano Heredia	Pablo Tsukayama et al
Zimbabwe/ZW-32726/2020	EPI_ISL_1191824		National Microbiology Reference Laboratory	Quadram Institute Bioscience	Tapfumanei Mashe et al
NewZealand/20VR3034/2020	EPI_ISL_456399	MZ332389.1	Wellington SCL	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Ecuador/23055/2020	EPI_ISL_491945		Instituto Nacional de Investigación en Salud Pública - INSPI	INSPI - Charité	Alfredo Bruno Caicedo et al
Gambia/GC19-1572/2020	EPI_ISL_561014		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Ukraine/Chernivtsi_861/2020	EPI_ISL_654819		Department of Respiratory and other Viral Infections of L.V.Gromashevsky Institute of Epidemiology & Infectious Diseases NAMS of Ukrainе	Department of Respiratory and other Viral Infections of L.V.Gromashevsky Institute of Epidemiology & Infectious Diseases NAMS of Ukrainе, JSC "Farmak"	Alla Mironenko et al
Chile/RM-1988/2021	EPI_ISL_1167675		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Australia/WA601/2021	EPI_ISL_857468		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Russia/ARK-CRIE-7602087210/2020	EPI_ISL_984629		Laboratory of Virology of Federal Budget Health Care Institution Center of Hygiene and Epidemiology in Arkhangelsk region	Group of Genomics and Postgenomic Technologies of Central Research Institute of Epidemiology	Samoilov AE et al
Slovakia/60056-VHU_4065/2020	EPI_ISL_2255181		Regional Authority of Public Health Banská Bystrica	Veterinary institute in Zvolen Slovakia	Dirbáková Z. et al
Algeria/G35014-8856/2020	EPI_ISL_766869		NIC Viral Respiratory Unit - Institut Pasteur of Algeria	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert et al B
Turkey/HSGM-17466/2020	EPI_ISL_812882		Ministry of Health Turkey	Ministry of Health Turkey	Fatma Bayrakdar et al B
Kazakhstan/125804/2021	EPI_ISL_1364618		Laboratory of virology, National center of expertise	RSE "National Center for Biotechnology" and RSE "National Center of Expertise"	Shevtsov Alexandr et al
Kazakhstan/122954/2021	EPI_ISL_1364863		Laboratory of virology, National center of expertise	RSE "National Center for Biotechnology" and RSE "National Center of Expertise"	Shevtsov Alexandr et al
Poland/Sla4/2020	EPI_ISL_451658		State Sanitary Inspectorate	Laboratory of Recombinant Vaccines	Lukasz Rabalski et al
Madagascar/VIRO-5815/2020	EPI_ISL_625456		Virology Unit, Institut Pasteur de Madagascar	Virology Unit, Institut Pasteur de Madagascar	Christian Ranaivoson et al
Ecuador/52872/2020	EPI_ISL_491946		Instituto Nacional de Investigación en Salud Pública - INSPI	INSPI - Charité	Alfredo Bruno Caicedo et al
Ghana/UHAS-H009/2020	EPI_ISL_628761		UHAS COVID-19 Lab	UHAS COVID-19 Lab	Kwabena O. Duedu et al
NewZealand/20CV0516/2020	EPI_ISL_626354		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Australia/WA428/2020	EPI_ISL_672640		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
India/RJ-4511/2020	EPI_ISL_2106656		National Centre for Disease Control	CDFD-INSACOG	Murali Bashyam et al
Singapore/1058/2020	EPI_ISL_583893		Singapore General Hospital	Department of Microbiology	Nurdyana Abdul Rahman et al
Australia/SA0520/2020	EPI_ISL_603125		SA Pathology	SA Pathology	Lex Leong et al
Australia/WA359/2020	EPI_ISL_605836		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Malaysia/IMR-WI120/2020	EPI_ISL_718276		Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J et al
Malaysia/IMR-WI119/2020	EPI_ISL_718275		Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J et al
Malaysia/IMR_WI116/2020	EPI_ISL_2896287		Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J et al
Singapore/1123/2020	EPI_ISL_626634		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
NewZealand/21CV0019/2020	EPI_ISL_794621		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Brunei/6/2020	EPI_ISL_962877		National Virology Reference Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
Brunei/7/2020	EPI_ISL_962878		National Virology Reference Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
Australia/NSW2776/2020	EPI_ISL_678345		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Virology Research Laboratory; Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Foster et al
India/RJ-4768/2020	EPI_ISL_2106602		National Centre for Disease Control	CDFD-INSACOG	Murali Bashyam et al
USA/WA-S2870/2020	EPI_ISL_596401	MW173413.1	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
Brunei/1/2021	EPI_ISL_1122419		National Public Health Laboratory, National Centre for Infectious Diseases	National Virology Reference Laboratory	Tze Minn Mak et al
Brunei/2/2021	EPI_ISL_1122420		National Public Health Laboratory, National Centre for Infectious Diseases	National Virology Reference Laboratory	Tze Minn Mak et al
NewZealand/21CV0015/2020	EPI_ISL_794620		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Canada/NL-NML-2425/2020	EPI_ISL_1055413		Dr. Leonard A. Miller Centre for Health Services	National Microbiology Laboratory (NML)	Anna Majer et al
Australia/SA0597/2020	EPI_ISL_752599		SA Pathology	SA Pathology	Lex Leong et al
